Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Florida,US,2020-08-08 23:35:09,27.7663,-81.6868,526577,8109,,518468.0,12.0,2451.734090979883,3945872.0,30639.0,1.539945724936714,84000012.0,USA,18371.916929609484,5.81852226739869
Georgia,US,2020-08-08 23:35:09,33.0406,-83.6431,213427,4186,,209241.0,13.0,2010.158208823365,1797966.0,20556.0,1.961326355147193,84000013.0,USA,16934.109152475135,9.631396215099306
Grand Princess,US,2020-08-08 23:35:09,,,103,3,,100.0,99999.0,,,,2.9126213592233015,84099999.0,USA,,
Guam,US,2020-08-08 23:35:09,13.4443,144.7937,411,5,321.0,85.0,66.0,250.26030725389546,24529.0,,1.2165450121654502,316.0,GUM,14935.851767958156,
Hawaii,US,2020-08-08 23:35:09,21.0943,-157.4983,3346,31,1467.0,1848.0,15.0,236.32079736021336,139246.0,231.0,0.9264793783622236,84000015.0,USA,9834.646069701215,6.903765690376567
Idaho,US,2020-08-08 23:35:09,44.2405,-114.4788,23925,229,8738.0,14958.0,16.0,1338.7873412550744,202971.0,968.0,0.9571577847439916,84000016.0,USA,11357.784971447598,4.045977011494252
Illinois,US,2020-08-08 23:35:09,40.3495,-88.9861,193998,7840,,186158.0,17.0,1530.940186102692,3033934.0,,4.0412787760698565,84000017.0,USA,23942.367872778505,
Indiana,US,2020-08-08 23:35:09,39.8494,-86.2583,73287,3036,54068.0,16183.0,18.0,1088.6009501473436,828466.0,9354.0,4.14261738098162,84000018.0,USA,12305.987074989687,12.763518768676573
Iowa,US,2020-08-08 23:35:09,42.0115,-93.2105,48286,925,36882.0,10479.0,19.0,1530.4256323948441,513547.0,,1.915669138052437,84000019.0,USA,16276.881337022633,
Kansas,US,2020-08-08 23:35:09,38.5266,-96.7265,30135,379,1293.0,28463.0,20.0,1034.389015396212,316512.0,1875.0,1.257673801227808,84000020.0,USA,10864.328390279936,6.222000995520159
Kentucky,US,2020-08-08 23:35:09,37.6681,-84.6701,34574,771,8674.0,25129.0,21.0,773.8704242678459,648435.0,4002.0,2.22999942153063,84000021.0,USA,14513.931525427219,11.575172094637587
Louisiana,US,2020-08-08 23:35:09,31.1695,-91.8678,128746,4207,89083.0,35456.0,22.0,2769.4494529118733,1505002.0,,3.2676743355133366,84000022.0,USA,32374.030770130918,
Maine,US,2020-08-08 23:35:09,44.6939,-69.3819,4028,125,3504.0,399.0,23.0,299.655113925482,186401.0,393.0,3.103277060575968,84000023.0,USA,13866.934679946318,9.756703078450844
Maryland,US,2020-08-08 23:35:09,39.0639,-76.8021,94581,3577,5899.0,85105.0,24.0,1564.4394013576637,1019523.0,13105.0,3.7819435193114894,84000024.0,USA,16863.661325111483,13.855848426216678
Massachusetts,US,2020-08-08 23:35:09,42.2302,-71.5301,120711,8721,99021.0,12969.0,25.0,1751.3376490369321,1302744.0,12044.0,7.224693689887418,84000025.0,USA,18900.884047493346,9.977549684784321
Michigan,US,2020-08-08 23:35:09,43.3266,-84.5361,96191,6521,63636.0,26034.0,26.0,963.1759020881143,2075121.0,,6.779220509195246,84000026.0,USA,20778.519207794805,
Minnesota,US,2020-08-08 23:35:09,45.6945,-93.9002,60101,1689,52768.0,5644.0,27.0,1065.6901017655052,921397.0,5506.0,2.8102693798772065,84000027.0,USA,16337.8922596368,9.161245237184074
Mississippi,US,2020-08-08 23:35:09,32.7416,-89.6787,66646,1874,42391.0,22381.0,28.0,2239.336807397748,493590.0,4606.0,2.8118716802208685,84000028.0,USA,16584.855126541042,6.911142454160791
Missouri,US,2020-08-08 23:35:09,38.4561,-92.2884,58021,1327,,56694.0,29.0,945.3634323693899,752740.0,,2.2871029454852554,84000029.0,USA,12264.74673104108,
Montana,US,2020-08-08 23:35:09,46.9219,-110.4544,4889,75,3255.0,1559.0,30.0,457.4383080490055,188846.0,268.0,1.534056044180814,84000030.0,USA,17669.33825359429,5.481693597872776
Nebraska,US,2020-08-08 23:35:09,41.1254,-98.2681,28104,345,20333.0,7426.0,31.0,1452.8475895467761,297538.0,1704.0,1.2275832621690863,84000031.0,USA,15381.34664455482,6.063193851409053
Nevada,US,2020-08-08 23:35:09,38.3135,-117.0554,55419,949,1297.0,53173.0,32.0,1799.2270521363205,513019.0,,1.7124091015716632,84000032.0,USA,16655.6174427529,
New Hampshire,US,2020-08-08 23:35:09,43.4525,-71.5639,6818,419,6049.0,350.0,33.0,501.43008330446685,171251.0,700.0,6.14549721325902,84000033.0,USA,12594.661659720337,10.26694045174538
New Jersey,US,2020-08-08 23:35:09,40.2989,-74.521,184429,15869,32956.0,135604.0,34.0,2076.3910702202948,2252792.0,21949.0,8.604395187307853,84000034.0,USA,25363.024209119598,11.901056775236
New Mexico,US,2020-08-08 23:35:09,34.8405,-106.2485,22115,681,9166.0,12268.0,35.0,1054.6878166984527,612854.0,2819.0,3.0793579018765542,84000035.0,USA,29227.657572458218,12.747004295726883
New York,US,2020-08-08 23:35:09,42.1657,-74.9481,420345,32768,73609.0,313968.0,36.0,2160.7612097343,6443832.0,89995.0,7.795501314396508,84000036.0,USA,33124.177110812765,21.40979433560528
North Carolina,US,2020-08-08 23:35:09,35.6301,-79.8064,134948,2184,105093.0,27671.0,37.0,1286.6792447505188,1969766.0,,1.6184011619290393,84000037.0,USA,18780.989931049367,
North Dakota,US,2020-08-08 23:35:09,47.5289,-99.784,7508,112,6268.0,1128.0,38.0,985.2216748768473,167367.0,414.0,1.4917421417155037,84000038.0,USA,21962.386262535067,5.514118273841237
Northern Mariana Islands,US,2020-08-08 23:35:09,15.0979,145.6739,48,2,29.0,17.0,69.0,87.04482808646453,12301.0,4.0,4.166666666666667,580.0,MNP,22307.050631075,8.333333333333334
Ohio,US,2020-08-08 23:35:09,40.3888,-82.7649,99969,3668,77429.0,18872.0,39.0,855.2326526422052,1644493.0,11516.0,3.6691374326041073,84000039.0,USA,14068.602373151058,11.51957106703078
Oklahoma,US,2020-08-08 23:35:09,35.5653,-96.9289,43072,602,35745.0,6725.0,40.0,1088.5093673923816,693565.0,3594.0,1.3976597325408615,84000040.0,USA,17527.674577347167,8.344167904903419
Oregon,US,2020-08-08 23:35:09,44.572,-122.0709,20635,348,4111.0,16176.0,41.0,489.2434023268876,438067.0,1758.0,1.6864550520959534,84000041.0,USA,10386.30431437522,8.519505694208869
Pennsylvania,US,2020-08-08 23:35:09,40.5908,-77.2098,122665,7310,90930.0,24425.0,42.0,958.1714216439335,1333057.0,,5.959320099457872,84000042.0,USA,10412.889747054149,
Puerto Rico,US,2020-08-08 23:35:09,18.2208,-66.5901,21424,274,,21150.0,72.0,730.3450457624715,327396.0,,1.2789395070948468,630.0,PRI,11160.943175991884,
Rhode Island,US,2020-08-08 23:35:09,41.6809,-71.5118,19738,1014,1876.0,16848.0,44.0,1863.19866410034,217973.0,2276.0,5.137298611814773,84000044.0,USA,20575.89433630273,11.531056844665112
South Carolina,US,2020-08-08 23:35:09,33.8569,-80.945,99460,2007,37798.0,59655.0,45.0,1931.7445094056495,778075.0,6153.0,2.0178966418660766,84000045.0,USA,15112.026032131518,6.1864065956163286
South Dakota,US,2020-08-08 23:35:09,44.2998,-99.4388,9477,146,8307.0,1024.0,46.0,1071.260225691481,119987.0,871.0,1.5405719109422813,84000046.0,USA,13563.079107317055,9.190672153635116
Tennessee,US,2020-08-08 23:35:09,35.7478,-86.6923,120579,1213,80340.0,39026.0,47.0,1765.645449947534,1685486.0,5262.0,1.005979482331086,84000047.0,USA,24680.671483842703,4.363943970343095
Texas,US,2020-08-08 23:35:09,31.0545,-97.5635,497402,9056,338343.0,150003.0,48.0,1715.4229595576005,4012657.0,,1.820660150140128,84000048.0,USA,13838.713850425856,
Utah,US,2020-08-08 23:35:09,40.15,-111.8624,43751,335,33115.0,10301.0,49.0,1364.677890352899,566355.0,2604.0,0.7656967840735069,84000049.0,USA,17665.702420306192,5.951863957395259
Vermont,US,2020-08-08 23:35:09,44.0459,-72.7107,1454,58,1272.0,124.0,50.0,233.01692818302888,101803.0,,3.9889958734525446,84000050.0,USA,16314.870935224819,
Virgin Islands,US,2020-08-08 23:35:09,18.3358,-64.8963,528,9,404.0,115.0,78.0,492.2250811052691,10619.0,,1.7045454545454546,850.0,VIR,9899.504045941008,
Virginia,US,2020-08-08 23:35:09,37.7693,-78.17,99189,2322,12843.0,84024.0,51.0,1162.073448609276,1223028.0,14101.0,2.34098539152527,84000051.0,USA,14328.689327503107,14.216294145520168
Washington,US,2020-08-08 23:35:09,47.4009,-121.4905,62523,1688,,60835.0,53.0,821.0620950287811,1011694.0,5890.0,2.6998064712185914,84000053.0,USA,13285.728374646893,9.420533243766293
West Virginia,US,2020-08-08 23:35:09,38.4912,-80.9545,7583,131,5609.0,1843.0,54.0,423.12377277087205,317920.0,,1.7275484636687326,84000054.0,USA,17739.616225677913,
Wisconsin,US,2020-08-08 23:35:09,44.2685,-89.6165,59933,996,49283.0,9654.0,55.0,1029.3461463023882,1051158.0,4980.0,1.6618557389084478,84000055.0,USA,18053.583776132116,8.30927869454224
Wyoming,US,2020-08-08 23:35:09,42.756,-107.3025,3015,28,2462.0,525.0,56.0,520.9422229287147,56638.0,177.0,0.9286898839137644,84000056.0,USA,9786.111317491392,5.8706467661691555
