Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2020-07-22 22:35:34,32.3182,-86.9023,71802,1360,29736.0,40706.0,1.0,1464.3950819722284,609488.0,8538.0,1.894097657446868,84000001.0,USA,12430.45081921241,11.891033675942175
Alaska,US,2020-07-22 22:35:34,61.3707,-152.4044,2131,19,753.0,1359.0,2.0,291.30128700216665,185333.0,,0.8916001877053027,84000002.0,USA,25334.46336178909,
American Samoa,US,2020-07-22 22:35:34,-14.271,-170.132,0,0,,0.0,60.0,0.0,1037.0,,,16.0,ASM,1863.7335777574087,
Arizona,US,2020-07-22 22:35:34,33.7298,-111.4312,150609,2974,19293.0,128342.0,4.0,2069.169607775656,813981.0,7047.0,1.9746495893339708,84000004.0,USA,11183.028547476155,4.679003246817921
Arkansas,US,2020-07-22 22:35:34,34.9697,-92.3731,34655,374,27990.0,6291.0,5.0,1148.3515828065704,440226.0,2317.0,1.0792093493002453,84000005.0,USA,14587.627294549282,6.685903909969702
California,US,2020-07-22 22:35:34,36.1162,-119.6816,415004,7924,,407080.0,6.0,1050.3180243743816,6664419.0,,1.909379186706634,84000006.0,USA,16866.727544031117,
Colorado,US,2020-07-22 22:35:34,39.0598,-105.3111,41676,1770,5064.0,34842.0,8.0,723.7004787161627,457402.0,6110.0,4.247048661099914,84000008.0,USA,7942.749936791684,14.660715999616086
Connecticut,US,2020-07-22 22:35:34,41.5978,-72.7554,48223,4406,8466.0,35351.0,9.0,1352.5699333602035,674406.0,10654.0,9.136718993011634,84000009.0,USA,18915.896532312825,22.093192045289587
Delaware,US,2020-07-22 22:35:34,39.3185,-75.5071,13792,527,7859.0,5406.0,10.0,1416.3596107475732,159433.0,,3.821055684454756,84000010.0,USA,16372.858310637896,
Diamond Princess,US,2020-07-22 22:35:34,,,49,0,,49.0,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2020-07-22 22:35:34,38.8974,-77.0268,11529,580,1974.0,8975.0,11.0,1633.5836111705435,159572.0,,5.030791916037818,84000011.0,USA,22610.304796747845,
Florida,US,2020-07-22 22:35:34,27.7663,-81.6868,379619,5345,,374274.0,12.0,1767.4999931324235,3154711.0,22588.0,1.407990643250206,84000012.0,USA,14688.283965857298,5.95017636103567
Georgia,US,2020-07-22 22:35:34,33.0406,-83.6431,152302,3335,,148967.0,13.0,1434.4535392439386,1316844.0,15922.0,2.18972830297698,84000013.0,USA,12402.670591536194,10.454229097451117
Grand Princess,US,2020-07-22 22:35:34,,,103,3,,100.0,99999.0,,,,2.9126213592233015,84099999.0,USA,,
Guam,US,2020-07-22 22:35:34,13.4443,144.7937,330,5,242.0,83.0,66.0,200.9389328315949,19082.0,,1.5151515151515151,316.0,GUM,11619.14156452271,
Hawaii,US,2020-07-22 22:35:34,21.0943,-157.4983,1435,25,1084.0,326.0,15.0,101.35096957917101,108182.0,151.0,1.7421602787456445,84000015.0,USA,7640.662432762284,10.522648083623693
Idaho,US,2020-07-22 22:35:34,44.2405,-114.4788,15823,126,4504.0,11193.0,16.0,885.4182696208587,153971.0,656.0,0.7963091701952854,84000016.0,USA,8615.85896427942,4.145863616254819
Illinois,US,2020-07-22 22:35:34,40.3495,-88.9861,166475,7540,,158935.0,17.0,1313.74172662319,2349662.0,,4.529208589878361,84000017.0,USA,18542.417857701745,
Indiana,US,2020-07-22 22:35:34,39.8494,-86.2583,58673,2863,41322.0,14488.0,18.0,871.5254212615483,654413.0,8020.0,4.879586862781858,84000018.0,USA,9720.61366393458,13.668978917048726
Iowa,US,2020-07-22 22:35:34,42.0115,-93.2105,40005,809,28607.0,10589.0,19.0,1267.959189495003,426436.0,,2.0222472190976126,84000019.0,USA,13515.896636207757,
Kansas,US,2020-07-22 22:35:34,38.5266,-96.7265,23444,318,1050.0,22076.0,20.0,804.7192990525566,268686.0,1545.0,1.3564238184610136,84000020.0,USA,9222.692782171782,6.590172325541715
Kentucky,US,2020-07-22 22:35:34,37.6681,-84.6701,24547,676,7000.0,16871.0,21.0,549.4359144010764,519075.0,2914.0,2.7539006803275354,84000021.0,USA,11618.464466848847,11.871104411944433
Louisiana,US,2020-07-22 22:35:34,31.1695,-91.8678,99354,3558,61456.0,34340.0,22.0,2137.199454310085,1152901.0,,3.581134126456912,84000022.0,USA,24800.00189296407,
Maine,US,2020-07-22 22:35:34,44.6939,-69.3819,3742,118,3216.0,408.0,23.0,278.3787081204453,145018.0,377.0,3.1533939070016035,84000023.0,USA,10788.328031590256,10.074826296098344
Maryland,US,2020-07-22 22:35:34,39.0639,-76.8021,80172,3405,5434.0,71333.0,24.0,1326.1039287557394,782833.0,11997.0,4.247118694806167,84000024.0,USA,12948.634396792419,14.964077233947014
Massachusetts,US,2020-07-22 22:35:34,42.2302,-71.5301,114320,8468,96452.0,9400.0,25.0,1658.613714060045,1070062.0,11761.0,7.407277816655004,84000025.0,USA,15525.013191869484,10.28778866340098
Michigan,US,2020-07-22 22:35:34,43.3266,-84.5361,83730,6388,55162.0,22180.0,26.0,838.4019116324587,1559613.0,,7.629284605278872,84000026.0,USA,15616.65496962658,
Minnesota,US,2020-07-22 22:35:34,45.6945,-93.9002,47961,1592,42234.0,4135.0,27.0,850.4278293335452,888551.0,4771.0,3.3193636496319927,84000027.0,USA,15755.478371638435,9.947665811805424
Mississippi,US,2020-07-22 22:35:34,32.7416,-89.6787,47043,1418,30315.0,15310.0,28.0,1580.6668281729171,403030.0,3844.0,3.014263546117382,84000028.0,USA,13541.996721266309,8.171247581999447
Missouri,US,2020-07-22 22:35:34,38.4561,-92.2884,36380,1156,,35224.0,29.0,592.7564445562539,589460.0,,3.177570093457944,84000029.0,USA,9604.348922708341,
Montana,US,2020-07-22 22:35:34,46.9219,-110.4544,2812,42,1543.0,1227.0,30.0,263.10421808832143,143518.0,179.0,1.4935988620199143,84000030.0,USA,13428.2329913228,6.365576102418207
Nebraska,US,2020-07-22 22:35:34,41.1254,-98.2681,23190,310,17389.0,5491.0,31.0,1198.8163820662446,242621.0,1508.0,1.3367830961621388,84000031.0,USA,12542.390229982504,6.502802932298406
Nevada,US,2020-07-22 22:35:34,38.3135,-117.0554,38657,704,917.0,37036.0,32.0,1255.0338359485688,404308.0,,1.8211449414077656,84000032.0,USA,13126.218282450627,
New Hampshire,US,2020-07-22 22:35:34,43.4525,-71.5639,6262,400,5316.0,546.0,33.0,460.5390410168043,145538.0,677.0,6.387735547748322,84000033.0,USA,10703.598043996111,10.811242414564036
New Jersey,US,2020-07-22 22:35:34,40.2989,-74.521,177645,15707,31850.0,130088.0,34.0,2000.0135101816104,1840929.0,21184.0,8.841791212812069,84000034.0,USA,20726.070935208547,11.924906414478311
New Mexico,US,2020-07-22 22:35:34,34.8405,-106.2485,17822,591,6870.0,10361.0,35.0,849.9500913045364,481531.0,2433.0,3.3161261362361127,84000035.0,USA,22964.724352820376,13.651666479631915
New York,US,2020-07-22 22:35:34,42.1657,-74.9481,408886,32526,72386.0,303974.0,36.0,2101.856827138229,5298640.0,89995.0,7.954784463151097,84000036.0,USA,27237.37828770784,22.00980224316802
North Carolina,US,2020-07-22 22:35:34,35.6301,-79.8064,105276,1732,78707.0,24837.0,37.0,1003.7677043776537,1491820.0,,1.6451992856871462,84000037.0,USA,14223.951676969788,
North Dakota,US,2020-07-22 22:35:34,47.5289,-99.784,5329,95,4407.0,827.0,38.0,699.2869346588598,139266.0,317.0,1.7826984424845187,84000038.0,USA,18274.891019365878,5.948583223869394
Northern Mariana Islands,US,2020-07-22 22:35:34,15.0979,145.6739,38,2,29.0,7.0,69.0,68.91048890178442,12745.0,4.0,5.2631578947368425,580.0,MNP,23112.2152908748,10.526315789473683
Ohio,US,2020-07-22 22:35:34,40.3888,-82.7649,78738,3234,54426.0,21078.0,39.0,673.6019026272339,1221595.0,9864.0,4.1072925398155915,84000039.0,USA,10450.71904594879,12.527623256877238
Oklahoma,US,2020-07-22 22:35:34,35.5653,-96.9289,28121,474,21596.0,6051.0,40.0,710.6698532791876,505598.0,2540.0,1.685573059279542,84000040.0,USA,12777.399682737125,9.032395718502189
Oregon,US,2020-07-22 22:35:34,44.572,-122.0709,15393,271,3381.0,11741.0,41.0,364.95874446415223,352794.0,1433.0,1.7605405054245435,84000041.0,USA,8364.532923698182,9.309426362632363
Pennsylvania,US,2020-07-22 22:35:34,40.5908,-77.2098,108187,7077,77547.0,23563.0,42.0,845.0796200496657,1071477.0,,6.541451375858468,84000042.0,USA,8369.613503026756,
Puerto Rico,US,2020-07-22 22:35:34,18.2208,-66.5901,13038,185,,12853.0,72.0,444.4659590483152,205724.0,,1.418929283632459,630.0,PRI,7013.139665535788,
Rhode Island,US,2020-07-22 22:35:34,41.6809,-71.5118,18062,997,1749.0,15316.0,44.0,1704.9900836447632,186856.0,2127.0,5.519875982726165,84000044.0,USA,17638.557583297857,11.776104528845089
South Carolina,US,2020-07-22 22:35:34,33.8569,-80.945,75042,1285,27062.0,46695.0,45.0,1457.4901616209406,609160.0,4498.0,1.7123744036672797,84000045.0,USA,11831.303894525896,5.9939767063777625
South Dakota,US,2020-07-22 22:35:34,44.2998,-99.4388,8077,119,7159.0,799.0,46.0,913.0071586905237,101058.0,790.0,1.473319301720936,84000046.0,USA,11423.38460355911,9.780859229912096
Tennessee,US,2020-07-22 22:35:34,35.7478,-86.6923,83081,885,49748.0,32448.0,47.0,1216.5600115035875,1263828.0,3907.0,1.0652255028225466,84000047.0,USA,18506.30837638637,4.702639592686656
Texas,US,2020-07-22 22:35:34,31.0545,-97.5635,359722,4398,195315.0,160009.0,48.0,1240.5968971937773,3104148.0,,1.222610793890838,84000048.0,USA,10705.47916788595,
Utah,US,2020-07-22 22:35:34,40.15,-111.8624,35578,260,22532.0,12786.0,49.0,1109.746291124213,481402.0,2135.0,0.7307886896396649,84000049.0,USA,15015.8548552414,6.000899432233402
Vermont,US,2020-07-22 22:35:34,44.0459,-72.7107,1366,56,1152.0,158.0,50.0,218.91411547318944,85742.0,,4.099560761346998,84000050.0,USA,13740.947356443785,
Virgin Islands,US,2020-07-22 22:35:34,18.3358,-64.8963,320,7,172.0,141.0,78.0,298.3182309728903,7466.0,,2.1875,850.0,VIR,6960.137226386248,
Virginia,US,2020-07-22 22:35:34,37.7693,-78.17,79371,2048,10331.0,66992.0,51.0,929.8907307218227,954187.0,11488.0,2.5802875105517127,84000051.0,USA,11179.015593545044,14.473800254501016
Washington,US,2020-07-22 22:35:34,47.4009,-121.4905,48575,1465,,47110.0,53.0,637.8947150012483,841184.0,5161.0,3.0159547092125583,84000053.0,USA,11046.563622102109,10.624806999485331
West Virginia,US,2020-07-22 22:35:34,38.4912,-80.9545,5212,101,3625.0,1486.0,54.0,290.8243576001299,242387.0,,1.9378357636224095,84000054.0,USA,13524.950799236893,
Wisconsin,US,2020-07-22 22:35:34,44.2685,-89.6165,44843,864,34682.0,9297.0,55.0,770.1761840494887,813213.0,4225.0,1.9267221193943316,84000055.0,USA,13966.890822635345,9.4217603639364
Wyoming,US,2020-07-22 22:35:34,42.756,-107.3025,2289,25,1745.0,519.0,56.0,395.5014090493625,44215.0,152.0,1.09217999126256,84000056.0,USA,7639.622018836855,6.640454346876365
