Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2020-08-02 23:34:51,32.3182,-86.9023,91444,1627,35401.0,54416.0,1.0,1864.9918369386428,706070.0,10521.0,1.7792310047679454,84000001.0,USA,14400.231686138704,11.505402213376492
Alaska,US,2020-08-02 23:34:51,61.3707,-152.4044,3280,24,932.0,2324.0,2.0,448.3661292196652,243090.0,,0.7317073170731707,84000002.0,USA,33229.671448783054,
American Samoa,US,2020-08-02 23:34:51,-14.271,-170.132,0,0,,0.0,60.0,0.0,1267.0,,,16.0,ASM,2277.097823547384,
Arizona,US,2020-08-02 23:34:51,33.7298,-111.4312,178467,3765,23413.0,151289.0,4.0,2451.9018942486705,956428.0,11371.0,2.1096337137958283,84000004.0,USA,13140.063008357105,6.371486045039139
Arkansas,US,2020-08-02 23:34:51,34.9697,-92.3731,43173,458,36034.0,6681.0,5.0,1430.609807661465,514581.0,2894.0,1.06084821531976,84000005.0,USA,17051.505001650206,6.70326361383272
California,US,2020-08-02 23:34:51,36.1162,-119.6816,511869,9396,,502473.0,6.0,1295.4700118998621,8035975.0,,1.8356259120986036,84000006.0,USA,20337.947070201542,
Colorado,US,2020-08-02 23:34:51,39.0598,-105.3111,47698,1844,5359.0,40495.0,8.0,828.2720374748903,540572.0,6465.0,3.865990188267852,84000008.0,USA,9386.990478466108,13.55402742253344
Connecticut,US,2020-08-02 23:34:51,41.5978,-72.7554,49810,4432,8613.0,36765.0,9.0,1397.0824789140397,793996.0,10807.0,8.897811684400724,84000009.0,USA,22270.184700418227,21.69644649668741
Delaware,US,2020-08-02 23:34:51,39.3185,-75.5071,14949,585,8235.0,6129.0,10.0,1535.176901179341,184911.0,,3.9133052378085487,84000010.0,USA,18989.303363032523,
Diamond Princess,US,2020-08-02 23:34:51,,,49,0,,49.0,88888.0,,,,0.0,84088888.0,USA,,
