Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Ohio,US,2020-07-28 23:35:20,40.3888,-82.7649,86497,3382,61056.0,22059.0,39.0,739.9799813501468,1398733.0,10425.0,3.9099621952206434,84000039.0,USA,11966.130839842246,12.052441125125728
Oklahoma,US,2020-07-28 23:35:20,35.5653,-96.9289,33775,509,26363.0,6903.0,40.0,853.5569252339733,589126.0,2987.0,1.5070318282753516,84000040.0,USA,14888.307243090738,8.843819393042189
Oregon,US,2020-07-28 23:35:20,44.572,-122.0709,17408,303,3736.0,13369.0,41.0,412.73317895354796,387656.0,1537.0,1.7405790441176472,84000041.0,USA,9191.089913856651,8.829273897058824
Pennsylvania,US,2020-07-28 23:35:20,40.5908,-77.2098,114083,7154,82038.0,24891.0,42.0,891.1349634810654,1169160.0,,6.2708729609144225,84000042.0,USA,9132.643372838393,
Puerto Rico,US,2020-07-28 23:35:20,18.2208,-66.5901,15840,209,,15631.0,72.0,539.9862548953299,321812.0,,1.3194444444444444,630.0,PRI,10970.584385124743,
Rhode Island,US,2020-07-28 23:35:20,41.6809,-71.5118,18725,1005,1803.0,15917.0,44.0,1767.5749815218796,200960.0,2182.0,5.367156208277704,84000044.0,USA,18969.926210234284,11.652870493991987
South Carolina,US,2020-07-28 23:35:20,33.8569,-80.945,84109,1565,32859.0,49685.0,45.0,1633.5923883128876,670330.0,5117.0,1.860680783269329,84000045.0,USA,13019.367554694241,6.083772247916393
South Dakota,US,2020-07-28 23:35:20,44.2998,-99.4388,8492,123,7474.0,895.0,46.0,959.9178892658076,107491.0,808.0,1.4484220442769666,84000046.0,USA,12150.557446428513,9.514837494112106
Tennessee,US,2020-07-28 23:35:20,35.7478,-86.6923,96489,978,57239.0,38272.0,47.0,1412.8941508885264,1411452.0,4280.0,1.013587041009856,84000047.0,USA,20667.97536568844,4.435738788877488
Texas,US,2020-07-28 23:35:20,31.0545,-97.5635,407427,5903,244449.0,157075.0,48.0,1405.1202651852514,3476926.0,,1.4488485053764233,84000048.0,USA,11991.103150133635,
Utah,US,2020-07-28 23:35:20,40.15,-111.8624,38855,286,25905.0,12664.0,49.0,1211.9622278270645,514509.0,2295.0,0.736070003860507,84000049.0,USA,16048.525900838376,5.906575730279242
Vermont,US,2020-07-28 23:35:20,44.0459,-72.7107,1405,56,1194.0,155.0,50.0,225.1642256514137,91861.0,,3.98576512455516,84000050.0,USA,14721.573617483642,
Virgin Islands,US,2020-07-28 23:35:20,18.3358,-64.8963,375,7,292.0,76.0,78.0,349.5916769213559,8670.0,,1.8666666666666667,850.0,VIR,8082.559570421748,
Virginia,US,2020-07-28 23:35:20,37.7693,-78.17,86994,2095,11550.0,73349.0,51.0,1019.1998869664516,1059410.0,12844.0,2.4082120606018806,84000051.0,USA,12411.781872900758,14.764236614019358
Washington,US,2020-07-28 23:35:20,47.4009,-121.4905,53321,1518,,51803.0,53.0,700.2199505626671,933304.0,5397.0,2.846908347555372,84000053.0,USA,12256.298282851774,10.121715646743311
West Virginia,US,2020-07-28 23:35:20,38.4912,-80.9545,6127,106,4481.0,1540.0,54.0,341.88043726323787,269844.0,,1.7300473314835971,84000054.0,USA,15057.023782089303,
Wisconsin,US,2020-07-28 23:35:20,44.2685,-89.6165,50179,906,39513.0,9760.0,55.0,861.8217054929262,891631.0,4493.0,1.8055361804739036,84000055.0,USA,15313.715878960586,8.953944877339127
Wyoming,US,2020-07-28 23:35:20,42.756,-107.3025,2590,25,1970.0,595.0,56.0,447.509239597138,50780.0,162.0,0.9652509652509652,84000056.0,USA,8773.945631946975,6.254826254826255
