Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2020-07-29 23:32:26,32.3182,-86.9023,83782,1538,32510.0,49734.0,1.0,1708.7260627530882,668275.0,9893.0,1.8357165023513404,84000001.0,USA,13629.406192097586,11.808025590222245
Alaska,US,2020-07-29 23:32:26,61.3707,-152.4044,2798,22,854.0,1922.0,2.0,382.4781797428729,223664.0,,0.7862759113652609,84000002.0,USA,30574.195709081465,
American Samoa,US,2020-07-29 23:32:26,-14.271,-170.132,0,0,,0.0,60.0,0.0,1037.0,,,16.0,ASM,1863.7335777574087,
Arizona,US,2020-07-29 23:32:26,33.7298,-111.4312,168273,3454,21994.0,142825.0,4.0,2311.8497394527085,901429.0,10060.0,2.0526168785247783,84000004.0,USA,12384.449072549463,5.978380369993997
Arkansas,US,2020-07-29 23:32:26,34.9697,-92.3731,40968,434,33938.0,6596.0,5.0,1357.5434322441083,495605.0,2747.0,1.0593634055848469,84000005.0,USA,16422.703396244422,6.705233352860769
California,US,2020-07-29 23:32:26,36.1162,-119.6816,475806,8748,,467058.0,6.0,1204.1995207407085,7517466.0,,1.8385644569425357,84000006.0,USA,19025.672131886884,
Colorado,US,2020-07-29 23:32:26,39.0598,-105.3111,45775,1821,5243.0,38711.0,8.0,794.8792929559543,512177.0,6319.0,3.9781540141998906,84000008.0,USA,8893.913525468091,13.804478427089023
Connecticut,US,2020-07-29 23:32:26,41.5978,-72.7554,49540,4425,8516.0,36599.0,9.0,1389.5094560409866,765776.0,10712.0,8.932176019378279,84000009.0,USA,21478.66356901983,21.622930964876872
Delaware,US,2020-07-29 23:32:26,39.3185,-75.5071,14602,581,8108.0,5913.0,10.0,1499.541983478543,177016.0,,3.9789069990412274,84000010.0,USA,18178.53196462387,
Diamond Princess,US,2020-07-29 23:32:26,,,49,0,,49.0,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2020-07-29 23:32:26,38.8974,-77.0268,11999,584,9723.0,1692.0,11.0,1700.1795255820414,180049.0,,4.867072256021335,84000011.0,USA,25511.76126356537,
Florida,US,2020-07-29 23:32:26,27.7663,-81.6868,451423,6333,,445090.0,12.0,2101.8182688427555,3526765.0,25867.0,1.4028970610713234,84000012.0,USA,16420.56143996921,5.730102365187419
Georgia,US,2020-07-29 23:32:26,33.0406,-83.6431,178306,3637,,174669.0,13.0,1679.3717270188822,1512464.0,17964.0,2.0397518872051417,84000013.0,USA,14245.113903816396,10.074815205321189
Grand Princess,US,2020-07-29 23:32:26,,,103,3,,100.0,99999.0,,,,2.9126213592233015,84099999.0,USA,,
Guam,US,2020-07-29 23:32:26,13.4443,144.7937,351,5,297.0,49.0,66.0,213.72595582996914,21329.0,,1.4245014245014245,316.0,GUM,12987.353025348752,
Hawaii,US,2020-07-29 23:32:26,21.0943,-157.4983,1865,26,1205.0,634.0,15.0,131.72094652623966,117559.0,167.0,1.3941018766756033,84000015.0,USA,8302.939813768477,8.954423592493297
Idaho,US,2020-07-29 23:32:26,44.2405,-114.4788,19220,160,6203.0,12857.0,16.0,1075.506486893314,173042.0,783.0,0.8324661810613944,84000016.0,USA,9683.027757803997,4.073881373569199
Illinois,US,2020-07-29 23:32:26,40.3495,-88.9861,176363,7654,,168709.0,17.0,1391.773131896355,2609894.0,,4.339912566694828,84000017.0,USA,20596.045351335062,
Indiana,US,2020-07-29 23:32:26,39.8494,-86.2583,64299,2932,45058.0,16309.0,18.0,955.0937068446524,724238.0,8587.0,4.559946499945567,84000018.0,USA,10757.790262022076,13.354795564472232
Iowa,US,2020-07-29 23:32:26,42.0115,-93.2105,43284,847,31246.0,11191.0,19.0,1371.8871530584108,462712.0,,1.9568431753072728,84000019.0,USA,14665.665104102287,
Kansas,US,2020-07-29 23:32:26,38.5266,-96.7265,26481,348,1149.0,24984.0,20.0,908.9648421007828,284949.0,1700.0,1.3141497677580152,84000020.0,USA,9780.923031297005,6.419697141346626
Kentucky,US,2020-07-29 23:32:26,37.6681,-84.6701,28730,724,7495.0,20511.0,21.0,643.0640738478397,568341.0,3281.0,2.5200139227288547,84000021.0,USA,12721.186174547687,11.420118343195266
Louisiana,US,2020-07-29 23:32:26,31.1695,-91.8678,112773,3883,74246.0,34644.0,22.0,2425.8549636744497,1295131.0,,3.4432000567511727,84000022.0,USA,27859.505067335744,
Maine,US,2020-07-29 23:32:26,44.6939,-69.3819,3866,121,3336.0,409.0,23.0,287.60344350444717,162077.0,385.0,3.1298499741334718,84000023.0,USA,12057.398684136133,9.958613554061047
Maryland,US,2020-07-29 23:32:26,39.0639,-76.8021,86285,3478,5592.0,77215.0,24.0,1427.2174511386645,878959.0,12448.0,4.0308280697687895,84000024.0,USA,14538.629236082625,14.426609491800427
Massachusetts,US,2020-07-29 23:32:26,42.2302,-71.5301,116684,8580,96452.0,11652.0,25.0,1692.9118492948062,1141116.0,11855.0,7.353193239861506,84000025.0,USA,16555.901390249666,10.15991909773405
Michigan,US,2020-07-29 23:32:26,43.3266,-84.5361,88974,6422,57502.0,25050.0,26.0,890.9109242277126,1793233.0,,7.217838919234833,84000026.0,USA,17955.929478113085,
Minnesota,US,2020-07-29 23:32:26,45.6945,-93.9002,52947,1629,46636.0,4682.0,27.0,938.8378532499993,993091.0,5077.0,3.076661567227605,84000027.0,USA,17609.145419417437,9.588834117136004
Mississippi,US,2020-07-29 23:32:26,32.7416,-89.6787,55804,1563,35071.0,19170.0,28.0,1875.040530564834,443304.0,4152.0,2.8008744892839217,84000028.0,USA,14895.221979813508,7.440326858289727
Missouri,US,2020-07-29 23:32:26,38.4561,-92.2884,46942,1239,,45703.0,29.0,764.8480764254995,660899.0,,2.6394273784670443,84000029.0,USA,10768.338137734569,
Montana,US,2020-07-29 23:32:26,46.9219,-110.4544,3676,54,2212.0,1410.0,30.0,343.94420543836037,165355.0,211.0,1.4689880304679,84000030.0,USA,15471.407532714931,5.73993471164309
Nebraska,US,2020-07-29 23:32:26,41.1254,-98.2681,25422,324,18702.0,6396.0,31.0,1314.2005202625298,264033.0,1606.0,1.2744866650932265,84000031.0,USA,13649.292186550098,6.317362914011487
Nevada,US,2020-07-29 23:32:26,38.3135,-117.0554,45806,780,1061.0,43965.0,32.0,1487.1324699138613,457385.0,,1.7028336899096188,84000032.0,USA,14849.41022467693,
New Hampshire,US,2020-07-29 23:32:26,43.4525,-71.5639,6500,409,5688.0,403.0,33.0,478.0427605572066,156083.0,690.0,6.292307692307693,84000033.0,USA,11479.130491700073,10.615384615384617
