Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
New Jersey,US,2020-07-29 23:32:26,40.2989,-74.521,180600,15798,32365.0,132437.0,34.0,2033.2823323977527,2042682.0,21321.0,8.747508305647841,84000034.0,USA,22997.50399394744,11.805647840531561
New Mexico,US,2020-07-29 23:32:26,34.8405,-106.2485,20741,635,7657.0,12449.0,35.0,989.1602987177304,536853.0,2614.0,3.0615688732462267,84000035.0,USA,25603.0892361752,12.603056747504942
New York,US,2020-07-29 23:32:26,42.1657,-74.9481,413593,32658,72900.0,308035.0,36.0,2126.052911341013,5746822.0,89995.0,7.896168455462254,84000036.0,USA,29541.23412160889,21.75931410831421
North Carolina,US,2020-07-29 23:32:26,35.6301,-79.8064,118387,1888,92302.0,24197.0,37.0,1128.776237871474,1691434.0,,1.5947696959970268,84000037.0,USA,16127.197303148985,
North Dakota,US,2020-07-29 23:32:26,47.5289,-99.784,6227,102,5087.0,1038.0,38.0,817.125115804226,151083.0,351.0,1.6380279428296132,84000038.0,USA,19825.552251654066,5.636743215031316
Northern Mariana Islands,US,2020-07-29 23:32:26,15.0979,145.6739,40,2,29.0,9.0,69.0,72.53735673872046,11759.0,4.0,5.0,580.0,MNP,21324.169447265343,10.0
Ohio,US,2020-07-29 23:32:26,40.3888,-82.7649,87893,3422,62695.0,21776.0,39.0,751.9227314335577,1420837.0,10553.0,3.8933703480368176,84000039.0,USA,12155.230086148635,12.006644442674615
Oklahoma,US,2020-07-29 23:32:26,35.5653,-96.9289,34623,523,27386.0,6714.0,40.0,874.9874588416242,606513.0,3041.0,1.5105565664442708,84000040.0,USA,15327.708997614587,8.783178811772519
Oregon,US,2020-07-29 23:32:26,44.572,-122.0709,17717,310,3736.0,13671.0,41.0,420.0593825551474,394155.0,1568.0,1.7497318959191737,84000041.0,USA,9345.17728345793,8.850256815487949
Pennsylvania,US,2020-07-29 23:32:26,40.5908,-77.2098,114939,7171,82663.0,25105.0,42.0,897.8214244677134,1184081.0,,6.2389615361191595,84000042.0,USA,9249.195574218977,
Puerto Rico,US,2020-07-29 23:32:26,18.2208,-66.5901,16061,211,,15850.0,72.0,547.5201540324429,322033.0,,1.3137413610609552,630.0,PRI,10978.118284261855,
Rhode Island,US,2020-07-29 23:32:26,41.6809,-71.5118,18800,1007,1810.0,15983.0,44.0,1774.6547211007392,202465.0,2195.0,5.3563829787234045,84000044.0,USA,19111.99298445006,11.675531914893615
South Carolina,US,2020-07-29 23:32:26,33.8569,-80.945,85846,1615,32859.0,51372.0,45.0,1667.3289679714194,680990.0,5117.0,1.8812757728956504,84000045.0,USA,13226.409546150748,5.960673764648324
South Dakota,US,2020-07-29 23:32:26,44.2998,-99.4388,8614,127,7609.0,878.0,46.0,973.7085136758908,109714.0,810.0,1.4743440910146273,84000046.0,USA,12401.840709245029,9.40329695843975
Tennessee,US,2020-07-29 23:32:26,35.7478,-86.6923,100822,1020,62129.0,37673.0,47.0,1476.3425269293182,1456239.0,4482.0,1.0116839578663388,84000047.0,USA,21323.79406352804,4.445458332506794
Texas,US,2020-07-29 23:32:26,31.0545,-97.5635,417098,6125,251346.0,159627.0,48.0,1438.4732783252905,3539368.0,,1.468479829680315,84000048.0,USA,12206.450978330337,
Utah,US,2020-07-29 23:32:26,40.15,-111.8624,39194,292,26643.0,12259.0,49.0,1222.5362902446007,518191.0,2324.0,0.7450119916313721,84000049.0,USA,16163.374566978107,5.929479001888044
Vermont,US,2020-07-29 23:32:26,44.0459,-72.7107,1406,56,1199.0,151.0,50.0,225.32448488675283,92461.0,,3.982930298719773,84000050.0,USA,14817.729158687092,
Virgin Islands,US,2020-07-29 23:32:26,18.3358,-64.8963,385,8,296.0,81.0,78.0,358.91412163925867,8804.0,,2.0779220779220777,850.0,VIR,8207.480329641645,
Virginia,US,2020-07-29 23:32:26,37.7693,-78.17,87993,2125,11650.0,74218.0,51.0,1030.9039204294431,1076756.0,13000.0,2.4149648267475823,84000051.0,USA,12615.003258735645,14.77390246951462
Washington,US,2020-07-29 23:32:26,47.4009,-121.4905,54205,1548,,52657.0,53.0,711.8287807852322,945234.0,5474.0,2.855825108384835,84000053.0,USA,12412.964962212864,10.098699381975832
West Virginia,US,2020-07-29 23:32:26,38.4912,-80.9545,6277,109,4589.0,1579.0,54.0,350.25028638833754,274127.0,,1.7364983272263819,84000054.0,USA,15296.010874107984,
Wisconsin,US,2020-07-29 23:32:26,44.2685,-89.6165,51049,911,40416.0,9722.0,55.0,876.7639100760953,906379.0,4539.0,1.7845599326137631,84000055.0,USA,15567.012009066999,8.891457227369783
Wyoming,US,2020-07-29 23:32:26,42.756,-107.3025,2628,26,2022.0,580.0,56.0,454.07501222443193,52012.0,165.0,0.9893455098934549,84000056.0,USA,8986.814891863452,6.2785388127853885
