Country_Region,Last_Update,Confirmed,Deaths,Recovered,Active,Delta_Confirmed,Delta_Recovered,Incident_Rate,People_Tested,People_Hospitalized,Province_State,FIPS,UID,iso3,Report_Date_String,Delta_Deaths,Doses_Admin,Delta_Doses_Admin
Afghanistan,6/13/21,89861,3527,,,1121,,230.83696271567288,,,,,4,AFG,2021/06/13,78,641295,0
Afghanistan,6/14/21,91458,3612,,,1597,,234.9393723200277,,,,,4,AFG,2021/06/14,85,662003,20708
Afghanistan,6/15/21,93272,3683,,,1814,,239.59921641664616,,,,,4,AFG,2021/06/15,71,662003,0
Afghanistan,6/16/21,93288,3683,,,16,,239.64031757736606,,,,,4,AFG,2021/06/16,0,662003,0
Afghanistan,6/17/21,96531,3842,,,3243,,247.97100909078043,,,,,4,AFG,2021/06/17,159,662003,0
Afghanistan,6/18/21,98734,3934,,,2203,,253.63012515740138,,,,,4,AFG,2021/06/18,92,662003,0
Afghanistan,6/21/21,103902,4215,,,5168,,266.9058000699285,,,,,4,AFG,2021/06/21,281,662003,0
Afghanistan,6/22/21,105749,4293,,,1847,,271.65041531053174,,,,,4,AFG,2021/06/22,78,765890,103887
Afghanistan,6/23/21,107957,4366,,,2208,,277.3223754898777,,,,,4,AFG,2021/06/23,73,765890,0
Afghanistan,6/24/21,109532,4452,,,1575,,281.3682709982426,,,,,4,AFG,2021/06/24,86,765890,0
Afghanistan,6/25/21,111592,4519,,,2060,,286.66004544092954,,,,,4,AFG,2021/06/25,67,765890,0
Afghanistan,6/28/21,115751,4730,,,4159,,297.34377840555806,,,,,4,AFG,2021/06/28,211,835694,69804
Afghanistan,6/29/21,117158,4794,,,1407,,300.9581117263641,,,,,4,AFG,2021/06/29,64,835694,0
Afghanistan,6/30/21,118659,4871,,,1501,,304.81391436639956,,,,,4,AFG,2021/06/30,77,886854,51160
Afghanistan,7/1/21,120216,4962,,,1557,,308.8135710689546,,,,,4,AFG,2021/07/01,91,886854,0
Afghanistan,7/5/21,125937,5283,,,5721,,323.5098048488632,,,,,4,AFG,2021/07/05,321,915671,28817
Afghanistan,7/6/21,127464,5360,,,1527,,327.4323968750685,,,,,4,AFG,2021/07/06,77,915671,0
Afghanistan,7/7/21,129021,5415,,,1557,,331.43205357762355,,,,,4,AFG,2021/07/07,55,934463,18792
Afghanistan,7/8/21,130113,5477,,,1092,,334.2372077967566,,,,,4,AFG,2021/07/08,62,934463,0
Afghanistan,7/9/21,131586,5561,,,1473,,338.02108340553224,,,,,4,AFG,2021/07/09,84,934463,0
Afghanistan,7/11/21,131586,5561,,,0,,338.02108340553224,,,,,4,AFG,2021/07/11,0,934463,0
Albania,6/13/21,132459,2453,,,10,,4602.786851066787,,,,,8,ALB,2021/06/13,0,834868,4587
Albania,6/14/21,132461,2453,,,2,,4602.856348599625,,,,,8,ALB,2021/06/14,0,836430,1562
Albania,6/15/21,132469,2454,,,8,,4603.134338730975,,,,,8,ALB,2021/06/15,1,842535,6105
Albania,6/16/21,132476,2454,,,7,,4603.3775800959065,,,,,8,ALB,2021/06/16,0,842535,0
Albania,6/17/21,132481,2454,,,5,,4603.551323928001,,,,,8,ALB,2021/06/17,0,862628,20093
Albania,6/18/21,132484,2454,,,3,,4603.655570227257,,,,,8,ALB,2021/06/18,0,862628,0
Albania,6/19/21,132488,2454,,,4,,4603.794565292932,,,,,8,ALB,2021/06/19,0,862628,0
Albania,6/20/21,132490,2454,,,2,,4603.86406282577,,,,,8,ALB,2021/06/20,0,862628,0
Albania,6/22/21,132496,2455,,,6,,4604.072555424283,,,,,8,ALB,2021/06/22,1,890052,0
Albania,6/23/21,132497,2455,,,1,,4604.107304190701,,,,,8,ALB,2021/06/23,0,901429,11377
Albania,6/24/21,132499,2455,,,2,,4604.176801723539,,,,,8,ALB,2021/06/24,0,901429,0
Albania,6/25/21,132506,2455,,,7,,4604.42004308847,,,,,8,ALB,2021/06/25,0,922886,21457
Albania,6/26/21,132509,2456,,,3,,4604.524289387727,,,,,8,ALB,2021/06/26,1,922886,0
Albania,6/27/21,132512,2456,,,3,,4604.628535686983,,,,,8,ALB,2021/06/27,0,922886,0
Albania,6/28/21,132513,2456,,,1,,4604.6632844534015,,,,,8,ALB,2021/06/28,0,943439,20553
Albania,6/29/21,132514,2456,,,1,,4604.698033219821,,,,,8,ALB,2021/06/29,0,943439,0
Albania,6/30/21,132521,2456,,,7,,4604.941274584752,,,,,8,ALB,2021/06/30,0,955498,12059
Albania,7/1/21,132523,2456,,,2,,4605.01077211759,,,,,8,ALB,2021/07/01,0,974486,18988
Albania,7/2/21,132526,2456,,,3,,4605.115018416846,,,,,8,ALB,2021/07/02,0,974486,0
Albania,7/3/21,132534,2456,,,8,,4605.393008548196,,,,,8,ALB,2021/07/03,0,974486,0
Albania,7/4/21,132535,2456,,,1,,4605.4277573146155,,,,,8,ALB,2021/07/04,0,981499,7013
Albania,7/5/21,132537,2456,,,2,,4605.4972548474525,,,,,8,ALB,2021/07/05,0,994081,12582
Albania,7/6/21,132544,2456,,,7,,4605.740496212385,,,,,8,ALB,2021/07/06,0,994081,0
Albania,7/7/21,132557,2456,,,13,,4606.192230175829,,,,,8,ALB,2021/07/07,0,1005663,11582
Albania,7/8/21,132565,2456,,,8,,4606.470220307179,,,,,8,ALB,2021/07/08,0,1011297,5634
Albania,7/9/21,132580,2456,,,15,,4606.991451803461,,,,,8,ALB,2021/07/09,0,1011297,0
Albania,7/10/21,132587,2456,,,7,,4607.234693168392,,,,,8,ALB,2021/07/10,0,1016554,5257
Albania,7/11/21,132592,2456,,,5,,4607.408437000487,,,,,8,ALB,2021/07/11,0,1016554,0
Algeria,6/13/21,133388,3571,,,318,,304.18432692695586,,,,,12,DZA,2021/06/13,6,2500000,0
Algeria,6/14/21,133742,3579,,,354,,304.99160533080135,,,,,12,DZA,2021/06/14,8,2500000,0
Algeria,6/15/21,134115,3588,,,373,,305.84221223654816,,,,,12,DZA,2021/06/15,9,2500000,0
Algeria,6/16/21,134458,3598,,,343,,306.62440571824027,,,,,12,DZA,2021/06/16,10,2500000,0
Algeria,6/17/21,134840,3605,,,382,,307.4955366512035,,,,,12,DZA,2021/06/17,7,2500000,0
Algeria,6/18/21,135219,3615,,,379,,308.35982624176125,,,,,12,DZA,2021/06/18,10,2500000,0
Algeria,6/19/21,135586,3624,,,367,,309.1967504626971,,,,,12,DZA,2021/06/19,9,2500000,0
Algeria,6/20/21,135821,3631,,,235,,309.73265561779226,,,,,12,DZA,2021/06/20,7,2500000,0
Algeria,6/21/21,136294,3641,,,473,,310.81130727038806,,,,,12,DZA,2021/06/21,10,2500000,0
Algeria,6/22/21,136679,3650,,,385,,311.68927954575673,,,,,12,DZA,2021/06/22,9,2500000,0
Algeria,6/23/21,137049,3660,,,370,,312.5330451090981,,,,,12,DZA,2021/06/23,10,2500000,0
Algeria,6/24/21,137403,3669,,,354,,313.3403235129436,,,,,12,DZA,2021/06/24,9,2500000,0
Algeria,6/25/21,137772,3678,,,369,,314.18180862881644,,,,,12,DZA,2021/06/25,9,2500000,0
Algeria,6/26/21,138113,3685,,,341,,314.95944121557153,,,,,12,DZA,2021/06/26,7,2500000,0
Algeria,6/27/21,138465,3693,,,352,,315.76215872448006,,,,,12,DZA,2021/06/27,8,2500000,0
Algeria,6/28/21,138840,3699,,,375,,316.61732652516383,,,,,12,DZA,2021/06/28,6,2500000,0
Algeria,6/29/21,139229,3708,,,389,,317.5044205904065,,,,,12,DZA,2021/06/29,9,2500000,0
Algeria,6/30/21,139626,3716,,,397,,318.409758235397,,,,,12,DZA,2021/06/30,8,2500000,0
Algeria,7/1/21,140075,3726,,,449,,319.4336791487491,,,,,12,DZA,2021/07/01,10,2500000,0
Algeria,7/2/21,140550,3735,,,475,,320.5168916962819,,,,,12,DZA,2021/07/02,9,2500000,0
Algeria,7/3/21,141007,3745,,,457,,321.55905618938186,,,,,12,DZA,2021/07/03,10,2500000,0
Algeria,7/4/21,141471,3755,,,464,,322.61718381476123,,,,,12,DZA,2021/07/04,10,2500000,0
Algeria,7/5/21,141966,3765,,,495,,323.74600531166385,,,,,12,DZA,2021/07/05,10,2500000,0
Algeria,7/6/21,142447,3775,,,481,,324.8429005440076,,,,,12,DZA,2021/07/06,10,2500000,0
Algeria,7/7/21,143032,3786,,,585,,326.1769623130743,,,,,12,DZA,2021/07/07,11,2500000,0
Algeria,7/8/21,143652,3798,,,620,,327.59083974353814,,,,,12,DZA,2021/07/08,12,2500000,0
Algeria,7/9/21,144483,3811,,,831,,329.4858915898534,,,,,12,DZA,2021/07/09,13,2500000,0
Algeria,7/10/21,145296,3824,,,813,,331.33989538173586,,,,,12,DZA,2021/07/10,13,2500000,0
Algeria,7/11/21,146064,3836,,,768,,333.09127903753625,,,,,12,DZA,2021/07/11,12,2500000,0
Andorra,6/13/21,13813,127,,,0,,17877.43480230376,,,,,20,AND,2021/06/13,0,41481,0
Andorra,6/14/21,13826,127,,,13,,17894.26001423672,,,,,20,AND,2021/06/14,0,41481,0
Andorra,6/15/21,13828,127,,,2,,17896.84850838025,,,,,20,AND,2021/06/15,0,41481,0
Andorra,6/16/21,13836,127,,,8,,17907.202484954378,,,,,20,AND,2021/06/16,0,41481,0
Andorra,6/17/21,13839,127,,,3,,17911.085226169675,,,,,20,AND,2021/06/17,0,51114,9633
Andorra,6/18/21,13842,127,,,3,,17914.967967384975,,,,,20,AND,2021/06/18,0,51114,0
Andorra,6/21/21,13864,127,,,22,,17943.441402963825,,,,,20,AND,2021/06/21,0,51114,0
Andorra,6/23/21,13873,127,,,9,,17955.08962660972,,,,,20,AND,2021/06/23,0,63265,12151
Andorra,6/24/21,13877,127,,,4,,17960.266614896784,,,,,20,AND,2021/06/24,0,63272,7
Andorra,6/25/21,13882,127,,,5,,17966.737850255613,,,,,20,AND,2021/06/25,0,63272,0
Andorra,6/29/21,13900,127,,,18,,17990.0342975474,,,,,20,AND,2021/06/29,0,63272,0
Andorra,6/30/21,13911,127,,,11,,18004.271015336828,,,,,20,AND,2021/06/30,0,68329,5057
Andorra,7/1/21,13918,127,,,7,,18013.33074483919,,,,,20,AND,2021/07/01,0,68336,7
Andorra,7/6/21,13991,127,,,73,,18107.810781078108,,,,,20,AND,2021/07/06,0,68336,0
Andorra,7/7/21,14021,127,,,30,,18146.638193231087,,,,,20,AND,2021/07/07,0,68336,0
Andorra,7/8/21,14050,127,,,29,,18184.171358312302,,,,,20,AND,2021/07/08,0,68336,0
Andorra,7/9/21,14075,127,,,25,,18216.527535106452,,,,,20,AND,2021/07/09,0,70025,1689
Andorra,7/11/21,14075,127,,,0,,18216.527535106452,,,,,20,AND,2021/07/11,0,70025,0
Angola,6/13/21,36705,831,,,105,,111.6798536420381,,,,,24,AGO,2021/06/13,6,1222630,0
Angola,6/14/21,36790,836,,,85,,111.93847746875306,,,,,24,AGO,2021/06/14,5,1222630,0
Angola,6/15/21,36921,842,,,131,,112.33706242521968,,,,,24,AGO,2021/06/15,6,1314375,91745
Angola,6/16/21,37094,847,,,173,,112.86343797841604,,,,,24,AGO,2021/06/16,5,1314375,0
Angola,6/17/21,37289,851,,,195,,113.45675146323276,,,,,24,AGO,2021/06/17,4,1314375,0
Angola,6/18/21,37467,853,,,178,,113.99834018270647,,,,,24,AGO,2021/06/18,2,1314375,0
Angola,6/19/21,37604,856,,,137,,114.41518093870592,,,,,24,AGO,2021/06/19,3,1314375,0
Angola,6/20/21,37678,859,,,74,,114.64033579961071,,,,,24,AGO,2021/06/20,3,1380174,65799
Angola,6/21/21,37748,868,,,70,,114.85332012749363,,,,,24,AGO,2021/06/21,9,1380174,0
Angola,6/22/21,37874,875,,,126,,115.23669191768289,,,,,24,AGO,2021/06/22,7,1380174,0
Angola,6/23/21,38002,878,,,128,,115.6261489743831,,,,,24,AGO,2021/06/23,3,1380174,0
Angola,6/24/21,38091,881,,,89,,115.89694333411995,,,,,24,AGO,2021/06/24,3,1432699,52525
Angola,6/25/21,38371,883,,,280,,116.74888064565164,,,,,24,AGO,2021/06/25,2,1432699,0
Angola,6/26/21,38528,887,,,157,,117.22657406676049,,,,,24,AGO,2021/06/26,4,1432699,0
Angola,6/27/21,38556,889,,,28,,117.31176779791366,,,,,24,AGO,2021/06/27,2,1432699,0
Angola,6/28/21,38613,891,,,57,,117.48519789347546,,,,,24,AGO,2021/06/28,2,1488292,55593
Angola,6/29/21,38682,894,,,69,,117.69513958810292,,,,,24,AGO,2021/06/29,3,1488292,0
Angola,6/30/21,38849,900,,,167,,118.20325934176645,,,,,24,AGO,2021/06/30,6,1488292,0
Angola,7/1/21,38965,903,,,116,,118.55620479940102,,,,,24,AGO,2021/07/01,3,1488292,0
Angola,7/2/21,39089,906,,,124,,118.93349132307934,,,,,24,AGO,2021/07/02,3,1488292,0
Angola,7/3/21,39172,910,,,83,,119.18602988328337,,,,,24,AGO,2021/07/03,4,1488292,0
Angola,7/4/21,39230,913,,,58,,119.36250261210066,,,,,24,AGO,2021/07/04,3,1488292,0
Angola,7/5/21,39300,915,,,70,,119.57548693998358,,,,,24,AGO,2021/07/05,2,1513460,25168
Angola,7/6/21,39375,920,,,75,,119.80368443414385,,,,,24,AGO,2021/07/06,5,1513460,0
Angola,7/7/21,39491,925,,,116,,120.15662989177841,,,,,24,AGO,2021/07/07,5,1513460,0
Angola,7/8/21,39593,925,,,102,,120.46697848383637,,,,,24,AGO,2021/07/08,0,1513460,0
Angola,7/9/21,39791,928,,,198,,121.0694198684195,,,,,24,AGO,2021/07/09,3,1513460,0
Angola,7/10/21,39881,929,,,90,,121.34325686141183,,,,,24,AGO,2021/07/10,1,1513460,0
Angola,7/11/21,39958,935,,,77,,121.57753962208304,,,,,24,AGO,2021/07/11,6,1513460,0
Antigua and Barbuda,6/13/21,1263,42,,,0,,1289.7230618413528,,,,,28,ATG,2021/06/13,0,58074,0
Antigua and Barbuda,7/1/21,1264,42,,,1,,1290.7442202434443,,,,,28,ATG,2021/07/01,0,63995,64
Antigua and Barbuda,7/6/21,1265,42,,,1,,1291.7653786455355,,,,,28,ATG,2021/07/06,0,64617,0
Antigua and Barbuda,7/8/21,1266,42,,,1,,1292.7865370476268,,,,,28,ATG,2021/07/08,0,64823,0
Antigua and Barbuda,7/11/21,1266,42,,,0,,1292.7865370476268,,,,,28,ATG,2021/07/11,0,65077,0
Argentina,6/13/21,4124190,85343,,,13043,,9125.166716350512,,,,,32,ARG,2021/06/13,268,16286902,184161
Argentina,6/14/21,4145482,86029,,,21292,,9172.277312546259,,,,,32,ARG,2021/06/14,686,16382043,95141
Argentina,6/15/21,4172742,86615,,,27260,,9232.592682276489,,,,,32,ARG,2021/06/15,586,16643769,261726
Argentina,6/16/21,4198620,87261,,,25878,,9289.850244194275,,,,,32,ARG,2021/06/16,646,16876619,232850
Argentina,6/17/21,4222400,87789,,,23780,,9342.465779490858,,,,,32,ARG,2021/06/17,528,17172628,296009
Argentina,6/18/21,4242763,88247,,,20363,,9387.520873908197,,,,,32,ARG,2021/06/18,458,17475935,303307
Argentina,6/19/21,4258394,88742,,,15631,,9422.105963572658,,,,,32,ARG,2021/06/19,495,17837121,361186
Argentina,6/20/21,4268789,89043,,,10395,,9445.105900049024,,,,,32,ARG,2021/06/20,301,18085389,248268
Argentina,6/21/21,4277395,89490,,,8606,,9464.147502099588,,,,,32,ARG,2021/06/21,447,18198899,113510
Argentina,6/22/21,4298782,90281,,,21387,,9511.46829492499,,,,,32,ARG,2021/06/22,791,18380675,181776
Argentina,6/23/21,4326101,90986,,,27319,,9571.914207825213,,,,,32,ARG,2021/06/23,705,18646784,266109
Argentina,6/24/21,4350564,91438,,,24463,,9626.040946259205,,,,,32,ARG,2021/06/24,452,18921680,274896
Argentina,6/25/21,4374587,91979,,,24023,,9679.194142408482,,,,,32,ARG,2021/06/25,541,19205808,284128
Argentina,6/26/21,4393142,92317,,,18555,,9720.248863074088,,,,,32,ARG,2021/06/26,338,19499231,293423
Argentina,6/27/21,4405247,92568,,,12105,,9747.032338884228,,,,,32,ARG,2021/06/27,251,19749468,250237
Argentina,6/28/21,4423636,93142,,,18389,,9787.719768596964,,,,,32,ARG,2021/06/28,574,19951580,202112
Argentina,6/29/21,4447701,93668,,,24065,,9840.96589378251,,,,,32,ARG,2021/06/29,526,20221697,270117
Argentina,6/30/21,4470374,94304,,,22673,,9891.132085194597,,,,,32,ARG,2021/06/30,636,20543325,321628
Argentina,7/1/21,4491551,94772,,,21177,,9937.988232838656,,,,,32,ARG,2021/07/01,468,20907721,364396
Argentina,7/2/21,4512439,95382,,,20888,,9984.204940209347,,,,,32,ARG,2021/07/02,610,21310026,402305
Argentina,7/3/21,4526473,95594,,,14034,,10015.256513899518,,,,,32,ARG,2021/07/03,212,21781425,471399
Argentina,7/4/21,4535473,95904,,,9000,,10035.16987881412,,,,,32,ARG,2021/07/04,310,22179930,398505
Argentina,7/5/21,4552750,96521,,,17277,,10073.396901661852,,,,,32,ARG,2021/07/05,617,22444129,264199
Argentina,7/6/21,4574340,96983,,,21590,,10121.166851495882,,,,,32,ARG,2021/07/06,462,22813398,369269
Argentina,7/7/21,4593763,97439,,,19423,,10164.142105577695,,,,,32,ARG,2021/07/07,456,23317413,504015
Argentina,7/8/21,4613019,97904,,,19256,,10206.747856110538,,,,,32,ARG,2021/07/08,465,23722105,404692
Argentina,7/9/21,4627537,98148,,,14518,,10238.870326313894,,,,,32,ARG,2021/07/09,244,24048381,326276
Argentina,7/10/21,4639098,98501,,,11561,,10264.450149844752,,,,,32,ARG,2021/07/10,353,24518390,470009
Argentina,7/11/21,4647948,98781,,,8850,,10284.03162534411,,,,,32,ARG,2021/07/11,280,24616918,98528
Armenia,6/13/21,223682,4484,,,39,,7548.5769939194815,,,,,51,ARM,2021/06/13,2,46503,0
Armenia,6/14/21,223723,4488,,,41,,7549.960617352528,,,,,51,ARM,2021/06/14,4,46503,0
Armenia,6/15/21,223805,4489,,,82,,7552.72786421862,,,,,51,ARM,2021/06/15,1,46503,0
Armenia,6/16/21,223904,4490,,,99,,7556.068808605733,,,,,51,ARM,2021/06/16,1,46503,0
Armenia,6/17/21,224000,4491,,,96,,7559.308512253841,,,,,51,ARM,2021/06/17,1,55557,0
Armenia,6/18/21,224086,4492,,,86,,7562.210746771939,,,,,51,ARM,2021/06/18,1,55557,0
Armenia,6/19/21,224167,4496,,,81,,7564.944246725031,,,,,51,ARM,2021/06/19,4,55557,0
Armenia,6/20/21,224227,4498,,,60,,7566.969061505099,,,,,51,ARM,2021/06/20,2,55557,0
Armenia,6/21/21,224253,4499,,,26,,7567.846481243128,,,,,51,ARM,2021/06/21,1,55557,0
Armenia,6/22/21,224330,4502,,,77,,7570.444993544215,,,,,51,ARM,2021/06/22,3,55557,0
Armenia,6/23/21,224430,4503,,,100,,7573.819684844329,,,,,51,ARM,2021/06/23,1,55557,0
Armenia,6/24/21,224533,4505,,,103,,7577.295616883445,,,,,51,ARM,2021/06/24,2,64293,0
Armenia,6/25/21,224635,4505,,,102,,7580.737802009561,,,,,51,ARM,2021/06/25,0,64293,0
Armenia,6/26/21,224728,4506,,,93,,7583.8762649186665,,,,,51,ARM,2021/06/26,1,64293,0
Armenia,6/27/21,224797,4508,,,69,,7586.204801915745,,,,,51,ARM,2021/06/27,2,64293,0
Armenia,6/28/21,224851,4510,,,54,,7588.027135217806,,,,,51,ARM,2021/06/28,2,64293,0
Armenia,6/29/21,224967,4514,,,116,,7591.941777125938,,,,,51,ARM,2021/06/29,4,64293,0
Armenia,6/30/21,225095,4514,,,128,,7596.261381990083,,,,,51,ARM,2021/06/30,0,64293,0
Armenia,7/1/21,225221,4517,,,126,,7600.513493028226,,,,,51,ARM,2021/07/01,3,74714,0
Armenia,7/2/21,225339,4518,,,118,,7604.495628762359,,,,,51,ARM,2021/07/02,1,74714,0
Armenia,7/3/21,225464,4521,,,125,,7608.7139928875,,,,,51,ARM,2021/07/03,3,74714,0
Armenia,7/4/21,225553,4526,,,89,,7611.717468144601,,,,,51,ARM,2021/07/04,5,74714,0
Armenia,7/5/21,225606,4527,,,53,,7613.506054533662,,,,,51,ARM,2021/07/05,1,74714,0
Armenia,7/6/21,225661,4530,,,55,,7615.362134748724,,,,,51,ARM,2021/07/06,3,74714,0
Armenia,7/7/21,225801,4531,,,140,,7620.086702568882,,,,,51,ARM,2021/07/07,1,74714,0
Armenia,7/8/21,225987,4536,,,186,,7626.363628387094,,,,,51,ARM,2021/07/08,5,74714,0
Armenia,7/9/21,226135,4540,,,148,,7631.358171511261,,,,,51,ARM,2021/07/09,4,227172,0
Armenia,7/10/21,226285,4542,,,150,,7636.420208461431,,,,,51,ARM,2021/07/10,2,227172,0
Armenia,7/11/21,226388,4544,,,103,,7639.8961405005475,,,,,51,ARM,2021/07/11,2,227172,0
Australia,6/13/21,30262,910,,,14,,118.86235894374246,,,,,36,AUS,2021/06/13,0,5834746,60822
Australia,6/14/21,30273,910,,,11,,118.90556448033558,,,,,36,AUS,2021/06/14,0,5867299,32553
Australia,6/15/21,30286,910,,,13,,118.95662556903656,,,,,36,AUS,2021/06/15,0,5931245,63946
Australia,6/16/21,30301,910,,,15,,119.01554220984536,,,,,36,AUS,2021/06/16,0,5931245,0
Australia,6/17/21,30309,910,,,8,,119.04696441827673,,,,,36,AUS,2021/06/17,0,6219330,288085
Australia,6/18/21,30322,910,,,13,,119.09802550697769,,,,,36,AUS,2021/06/18,0,6219330,0
Australia,6/19/21,30331,910,,,9,,119.13337549146298,,,,,36,AUS,2021/06/19,0,6360666,141336
Australia,6/20/21,30355,910,,,24,,119.22764211675707,,,,,36,AUS,2021/06/20,0,6491476,130810
Australia,6/21/21,30366,910,,,11,,119.2708476533502,,,,,36,AUS,2021/06/21,0,6590741,99265
Australia,6/22/21,30380,910,,,14,,119.32583651810508,,,,,36,AUS,2021/06/22,0,6719384,128643
Australia,6/23/21,30404,910,,,24,,119.42010314339917,,,,,36,AUS,2021/06/23,0,6860276,140892
Australia,6/24/21,30424,910,,,20,,119.49865866447759,,,,,36,AUS,2021/06/24,0,6860276,0
Australia,6/25/21,30457,910,,,33,,119.62827527425696,,,,,36,AUS,2021/06/25,0,6999198,138922
Australia,6/26/21,30499,910,,,42,,119.79324186852162,,,,,36,AUS,2021/06/26,0,7137632,138434
Australia,6/27/21,30528,910,,,29,,119.90714737408531,,,,,36,AUS,2021/06/27,0,7326320,188688
Australia,6/28/21,30560,910,,,32,,120.03283620781077,,,,,36,AUS,2021/06/28,0,7374666,48346
Australia,6/29/21,30602,910,,,42,,120.19780280207544,,,,,36,AUS,2021/06/29,0,7500700,126034
Australia,6/30/21,30643,910,,,41,,120.35884162028617,,,,,36,AUS,2021/06/30,0,7645585,144885
Australia,7/1/21,30684,910,,,41,,120.51988043849691,,,,,36,AUS,2021/07/01,0,7806975,161390
Australia,7/2/21,30734,910,,,50,,120.71626924119295,,,,,36,AUS,2021/07/02,0,7806975,0
Australia,7/3/21,30753,910,,,19,,120.79089698621743,,,,,36,AUS,2021/07/03,0,7970153,163178
Australia,7/4/21,30804,910,,,51,,120.99121356496738,,,,,36,AUS,2021/07/04,0,8121649,151496
Australia,7/5/21,30831,910,,,27,,121.09726351842323,,,,,36,AUS,2021/07/05,0,8255473,133824
Australia,7/6/21,30861,910,,,30,,121.21509680004085,,,,,36,AUS,2021/07/06,0,8255473,0
Australia,7/7/21,30903,910,,,42,,121.38006339430551,,,,,36,AUS,2021/07/07,0,8567666,312193
Australia,7/8/21,30951,910,,,48,,121.56859664489369,,,,,36,AUS,2021/07/08,0,8706799,139133
Australia,7/9/21,31015,910,,,64,,121.81997431234461,,,,,36,AUS,2021/07/09,0,8706799,0
Australia,7/10/21,31100,911,,,85,,122.15383527692785,,,,,36,AUS,2021/07/10,1,9014072,307273
Australia,7/11/21,31221,911,,,121,,122.62909617945223,,,,,36,AUS,2021/07/11,0,9014072,0
Austria,6/13/21,648620,10661,,,233,,7201.7676319062,,,,,40,AUT,2021/06/13,9,6284084,40969
Austria,6/14/21,648732,10662,,,112,,7203.0111920412155,,,,,40,AUT,2021/06/14,1,6335560,51476
Austria,6/15/21,648849,10668,,,117,,7204.310268253686,,,,,40,AUT,2021/06/15,6,6426470,90910
Austria,6/16/21,649002,10671,,,153,,7206.009060223841,,,,,40,AUT,2021/06/16,3,6546683,120213
Austria,6/17/21,649181,10674,,,179,,7207.996535796767,,,,,40,AUT,2021/06/17,3,6660729,114046
Austria,6/18/21,649309,10677,,,128,,7209.417747379641,,,,,40,AUT,2021/06/18,3,6767175,106446
Austria,6/19/21,649445,10679,,,136,,7210.927784686445,,,,,40,AUT,2021/06/19,2,6835256,68081
Austria,6/20/21,649576,10680,,,131,,7212.382305915793,,,,,40,AUT,2021/06/20,1,6874440,39184
Austria,6/21/21,649670,10680,,,94,,7213.426008171967,,,,,40,AUT,2021/06/21,0,6910539,36099
Austria,6/22/21,649728,10684,,,58,,7214.069994670456,,,,,40,AUT,2021/06/22,4,7008166,97627
Austria,6/23/21,649845,10686,,,117,,7215.369070882928,,,,,40,AUT,2021/06/23,2,7125249,117083
Austria,6/24/21,649922,10697,,,77,,7216.22401847575,,,,,40,AUT,2021/06/24,11,7235847,110598
Austria,6/25/21,650016,10700,,,94,,7217.267720731924,,,,,40,AUT,2021/06/25,3,7359382,123535
Austria,6/26/21,650192,10699,,,176,,7219.221886658376,,,,,40,AUT,2021/06/26,,7434857,75475
Austria,6/27/21,650261,10700,,,69,,7219.98800852727,,,,,40,AUT,2021/06/27,1,7479255,44398
Austria,6/28/21,650324,10701,,,63,,7220.687511103216,,,,,40,AUT,2021/06/28,1,7537771,58516
Austria,6/29/21,650353,10700,,,29,,7221.009504352461,,,,,40,AUT,2021/06/29,,7631324,93553
Austria,6/30/21,650412,10702,,,59,,7221.664594066442,,,,,40,AUT,2021/06/30,2,7747028,115704
Austria,7/1/21,650474,10706,,,62,,7222.352993426896,,,,,40,AUT,2021/07/01,4,7862419,115391
Austria,7/2/21,650569,10709,,,95,,7223.407798898561,,,,,40,AUT,2021/07/02,3,7975863,113444
Austria,7/3/21,650662,10709,,,93,,7224.440397939243,,,,,40,AUT,2021/07/03,0,8045571,69708
Austria,7/4/21,650737,10709,,,75,,7225.273139101084,,,,,40,AUT,2021/07/04,0,8091300,45729
Austria,7/5/21,650817,10713,,,80,,7226.16139634038,,,,,40,AUT,2021/07/05,4,8154289,62989
Austria,7/6/21,650901,10718,,,84,,7227.094066441641,,,,,40,AUT,2021/07/06,5,8239846,85557
Austria,7/7/21,651008,10719,,,107,,7228.282110499201,,,,,40,AUT,2021/07/07,1,8337200,97354
Austria,7/8/21,651128,10721,,,120,,7229.6144963581455,,,,,40,AUT,2021/07/08,2,8434776,97576
Austria,7/9/21,651291,10722,,,163,,7231.424320483212,,,,,40,AUT,2021/07/09,1,8434776,0
Austria,7/10/21,651453,10723,,,162,,7233.223041392787,,,,,40,AUT,2021/07/10,1,8577511,142735
Austria,7/11/21,651612,10723,,,159,,7234.988452655889,,,,,40,AUT,2021/07/11,0,8577511,0
Azerbaijan,6/13/21,335171,4953,,,45,,3305.7028801652996,,,,,31,AZE,2021/06/13,0,2775319,32452
Azerbaijan,6/14/21,335196,4955,,,25,,3305.949448549808,,,,,31,AZE,2021/06/14,2,2775641,322
Azerbaijan,6/15/21,335264,4958,,,68,,3306.6201145556715,,,,,31,AZE,2021/06/15,3,2816346,40705
Azerbaijan,6/16/21,335291,4959,,,27,,3306.886408410941,,,,,31,AZE,2021/06/16,1,2816346,0
Azerbaijan,6/17/21,335339,4959,,,48,,3307.3598197091974,,,,,31,AZE,2021/06/17,0,2877878,61532
Azerbaijan,6/18/21,335399,4961,,,60,,3307.951583832018,,,,,31,AZE,2021/06/18,2,2877878,0
