Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate,Cases_28_Days,Deaths_28_Days
Schleswig-Holstein,Germany,2021-06-23 08:30:48,54.2194,9.6961,63795,1619,61640,536,,2202.324566612076,,,2.537816443294929,27615,DEU,,,1139,37
Thuringen,Germany,2021-06-23 08:30:48,51.011,10.8453,128692,4319,123900,473,,6004.820019177424,,,3.3560749696950865,27616,DEU,,,1983,154
Unknown,Germany,2021-06-23 08:30:48,,,7135,0,,7135,,,,,0.0,27617,DEU,,,1042,0
Andaman and Nicobar Islands,India,2021-06-23 08:30:48,11.225999,92.968178,7425,127,7195,103,,1780.4218340862658,,,1.7104377104377104,35601,IND,,,547,21
Andhra Pradesh,India,2021-06-23 08:30:48,15.9129,79.74,1857352,12416,1791056,53880,,3445.7051711011964,,,0.6684785651831209,35602,IND,,,248247,2088
Arunachal Pradesh,India,2021-06-23 08:30:48,27.768456,96.384277,33664,160,30956,2548,,2143.5784974829003,,,0.4752851711026616,35603,IND,,,8662,56
Assam,India,2021-06-23 08:30:48,26.357149,92.830441,488179,4280,450924,32975,,1371.0182416459847,,,0.8767275937719566,35604,IND,,,107008,1365
Bihar,India,2021-06-23 08:30:48,25.679658,85.60484,720207,9563,707833,2811,,577.0892844920438,,,1.327812698293685,35605,IND,,,24481,4817
Chandigarh,India,2021-06-23 08:30:48,30.733839,76.76827800000002,61467,806,60383,278,,5305.8638397269515,,,1.3112727154408057,35606,IND,,,2475,92
Chhattisgarh,India,2021-06-23 08:30:48,21.264705,82.035366,991653,13402,970244,8007,,3368.8178354083448,,,1.3514808103237723,35607,IND,,,34938,679
Dadra and Nagar Haveli and Daman and Diu,India,2021-06-23 08:30:48,20.194742,73.080901,10520,4,10455,61,,1708.5577304116778,,,0.038022813688212934,35608,IND,,,428,0
Delhi,India,2021-06-23 08:30:48,28.646519,77.10898,1432778,24933,1405927,1918,,7657.442000987445,,,1.7401858487497714,35609,IND,,,12792,1368
Goa,India,2021-06-23 08:30:48,15.359682,74.057396,164957,3008,159029,2920,,10399.180457052798,,,1.8235055196202647,35610,IND,,,15547,548
Gujarat,India,2021-06-23 08:30:48,22.694884,71.590923,822620,10037,807424,5159,,1287.911543763997,,,1.2201259390727188,35611,IND,,,27708,372
Haryana,India,2021-06-23 08:30:48,29.20004,76.332824,767726,9295,756231,2200,,2721.979733017471,,,1.2107184073484552,35612,IND,,,23124,1560
Himachal Pradesh,India,2021-06-23 08:30:48,31.927213,77.233081,200791,3453,195062,2276,,2694.474134639836,,,1.7196985920683696,35613,IND,,,17809,566
Jammu and Kashmir,India,2021-06-23 08:30:48,33.75943,76.612638,312584,4269,301134,7181,,2297.3441753538063,,,1.3657128963734548,35614,IND,,,36762,607
Jharkhand,India,2021-06-23 08:30:48,23.654536,85.557631,344775,5102,338256,1417,,893.3395463972745,,,1.4798056703647309,35615,IND,,,11717,211
Karnataka,India,2021-06-23 08:30:48,14.70518,76.166436,2815029,34164,2662250,118615,,4166.543941133424,,,1.2136287050684025,35616,IND,,,342056,7765
Kerala,India,2021-06-23 08:30:48,10.450898,76.405749,2829460,12295,2716284,100881,,7925.781923264179,,,0.4345352116658303,35617,IND,,,433870,4564
Ladakh,India,2021-06-23 08:30:48,34.1526,77.5771,19871,202,19309,360,,7244.548633011167,,,1.0165567913039102,35618,IND,,,2061,23
Lakshadweep,India,2021-06-23 08:30:48,13.6999972,72.18333259999999,9504,47,9142,315,,14751.121389436434,,,0.4945286195286195,35637,IND,,,2393,21
Madhya Pradesh,India,2021-06-23 08:30:48,23.541513,78.289633,789415,8806,778902,1707,,924.8179145564853,,,1.1155095862125752,35619,IND,,,19719,1120
Maharashtra,India,2021-06-23 08:30:48,19.449759,76.108221,5987521,118795,5742258,126468,,4862.20210265162,,,1.98404314573594,35620,IND,,,361366,28446
Manipur,India,2021-06-23 08:30:48,24.738975,93.882541,64993,1065,54714,9214,,2102.2821922372145,,,1.6386380071700029,35621,IND,,,19542,345
Meghalaya,India,2021-06-23 08:30:48,25.536934,91.278882,45976,788,40915,4273,,1365.6061852669222,,,1.7139377066295458,35622,IND,,,14527,286
Mizoram,India,2021-06-23 08:30:48,23.309381,92.83822,18409,85,13900,4424,,1485.502451494621,,,0.4617306752132109,35623,IND,,,7472,51
Nagaland,India,2021-06-23 08:30:48,26.06702,94.470302,24438,477,22204,1757,,1086.2805847014818,,,1.9518782224404616,35624,IND,,,3903,162
Odisha,India,2021-06-23 08:30:48,20.505428,84.418059,883490,3671,848960,30859,,1905.8668444316586,,,0.4155112112191423,35625,IND,,,169110,1122
Puducherry,India,2021-06-23 08:30:48,11.882658,78.86498,115364,1727,110423,3214,,8161.342216927406,,,1.4970007974758155,35626,IND,,,17145,319
Punjab,India,2021-06-23 08:30:48,30.841465000000003,75.40879,593063,15888,571207,5968,,1967.604461813999,,,2.678973397429953,35627,IND,,,44832,2246
Rajasthan,India,2021-06-23 08:30:48,26.583423,73.847973,951393,8904,940101,2388,,1174.0854360639566,,,0.9358908463694814,35628,IND,,,27533,993
Sikkim,India,2021-06-23 08:30:48,27.571671,88.472712,19458,296,16732,2430,,2818.974546940171,,,1.5212252030013362,35629,IND,,,5947,59
Tamil Nadu,India,2021-06-23 08:30:48,11.006091,78.400624,2436819,31580,2348353,56886,,3130.497606109109,,,1.2959518125884606,35630,IND,,,525323,10240
Telangana,India,2021-06-23 08:30:48,18.1124,79.0193,615574,3586,595348,16640,,1563.8497856297172,,,0.5825457215541917,35631,IND,,,55433,417
Tripura,India,2021-06-23 08:30:48,23.746783,91.743565,63140,658,58735,3747,,1514.2234844215327,,,1.042128603104213,35632,IND,,,15175,185
Unknown,India,2021-06-23 08:30:48,,,0,0,,0,,,,,,35636,IND,,,0,0
Uttar Pradesh,India,2021-06-23 08:30:48,26.925425,80.560982,1704678,22282,1678486,3910,,716.6043688124054,,,1.3071090258688152,35633,IND,,,27170,2763
Uttarakhand,India,2021-06-23 08:30:48,30.156447,79.197608,338978,7052,329030,2896,,3012.907993328153,,,2.0803709975278637,35634,IND,,,20632,1032
West Bengal,India,2021-06-23 08:30:48,23.814082,87.979803,1485438,17437,1445493,22508,,1491.264324979766,,,1.1738625240501457,35635,IND,,,183460,2763
Abruzzo,Italy,2021-06-23 08:30:48,42.35122196,13.39843823,74635,2509,70990,1136,,5690.4649354214,,,3.361693575400281,38013,ITA,,,891,38
Basilicata,Italy,2021-06-23 08:30:48,40.63947052,15.80514834,26844,589,25019,1236,,4769.138112065152,,,2.194158843689465,38017,ITA,,,775,18
Calabria,Italy,2021-06-23 08:30:48,38.90597598,16.59440194,68696,1220,61063,6413,,3528.062570006846,,,1.7759403749854432,38018,ITA,,,2632,70
Campania,Italy,2021-06-23 08:30:48,40.83956555,14.25084984,423506,7391,406141,9974,,7299.698088074996,,,1.7451936926513438,38015,ITA,,,6730,252
Emilia-Romagna,Italy,2021-06-23 08:30:48,44.49436681,11.3417208,386389,13250,368236,4903,,8664.44652590427,,,3.4291866486882387,38008,ITA,,,3845,87
Friuli Venezia Giulia,Italy,2021-06-23 08:30:48,45.6494354,13.76813649,107493,3799,99315,4379,,8845.558828854035,,,3.5341836212590585,38006,ITA,,,689,19
Lazio,Italy,2021-06-23 08:30:48,41.89277044,12.48366722,345359,8308,333050,4001,,5874.369501905229,,,2.4056127102522304,38012,ITA,,,5147,191
Liguria,Italy,2021-06-23 08:30:48,44.41149315,8.9326992,103169,4348,98596,225,,6653.317339937058,,,4.2144442613575785,38007,ITA,,,764,36
Lombardia,Italy,2021-06-23 08:30:48,45.46679409,9.190347404,840898,33758,793685,13455,,8358.350129923005,,,4.014517813099805,38003,ITA,,,9057,263
Marche,Italy,2021-06-23 08:30:48,43.61675973,13.5188753,103556,3033,98724,1799,,6789.350876008263,,,2.9288500907721424,38011,ITA,,,1477,24
Molise,Italy,2021-06-23 08:30:48,41.55774754,14.65916051,13683,491,13107,85,,4477.172408602924,,,3.5883943579624358,38014,ITA,,,131,2
P.A. Bolzano,Italy,2021-06-23 08:30:48,46.49933453,11.35662422,73260,1180,71845,235,,13762.450264691406,,,1.6107016107016108,38041,ITA,,,639,5
P.A. Trento,Italy,2021-06-23 08:30:48,46.06893511,11.12123097,45736,1361,44251,124,,8447.447258864686,,,2.9757740073465104,38042,ITA,,,514,7
Piemonte,Italy,2021-06-23 08:30:48,45.0732745,7.680687483,362659,11693,349505,1461,,8324.729145997871,,,3.2242409536231005,38001,ITA,,,3820,93
Puglia,Italy,2021-06-23 08:30:48,41.12559576,16.86736689,252974,6610,239301,7063,,6278.745898850177,,,2.6129167424320285,38016,ITA,,,3831,182
Sardegna,Italy,2021-06-23 08:30:48,39.21531192,9.110616306,57128,1488,53199,2441,,3484.283580478302,,,2.60467721607618,38020,ITA,,,651,39
Sicilia,Italy,2021-06-23 08:30:48,38.11569725,13.362356699999998,230805,5945,219651,5209,,4616.200633173803,,,2.5757674227161456,38019,ITA,,,7163,187
Toscana,Italy,2021-06-23 08:30:48,43.76923077,11.25588885,243934,6849,234234,2851,,6540.415015815195,,,2.8077266801675864,38009,ITA,,,4000,203
Umbria,Italy,2021-06-23 08:30:48,43.10675841,12.38824698,56782,1418,54487,877,,6437.758995028429,,,2.4972702617026523,38010,ITA,,,616,27
Valle d'Aosta,Italy,2021-06-23 08:30:48,45.73750286,7.320149366,11675,473,11157,45,,9290.500214855252,,,4.0513918629550325,38002,ITA,,,150,1
Veneto,Italy,2021-06-23 08:30:48,45.43490485,12.33845213,425113,11609,408452,5052,,8665.422982420594,,,2.7308033393474207,38005,ITA,,,2880,77
Aichi,Japan,2021-06-23 08:30:48,35.035551,137.211621,50770,925,47834,2011,,672.2509708710223,,,1.821942091786488,39201,JPN,,,5374,213
Akita,Japan,2021-06-23 08:30:48,39.748679,140.408228,785,20,738,27,,81.2217405249925,,,2.5477707006369426,39202,JPN,,,35,8
Aomori,Japan,2021-06-23 08:30:48,40.781541,140.828896,2453,30,2397,26,,196.81138280656398,,,1.2229922543823892,39203,JPN,,,241,3
Chiba,Japan,2021-06-23 08:30:48,35.510141,140.198917,39422,700,37562,1160,,629.8065847395159,,,1.7756582618842272,39204,JPN,,,2835,32
Ehime,Japan,2021-06-23 08:30:48,33.624835,132.856842,2754,74,2655,25,,205.64285794289935,,,2.6870007262164126,39205,JPN,,,73,3
Fukui,Japan,2021-06-23 08:30:48,35.846614,136.22465400000002,1181,34,1024,123,,153.78865714244787,,,2.8789161727349706,39206,JPN,,,128,0
Fukuoka,Japan,2021-06-23 08:30:48,33.526032,130.666949,35311,517,33825,969,,691.873450505018,,,1.4641329897199171,39207,JPN,,,2167,86
Fukushima,Japan,2021-06-23 08:30:48,37.378867,140.223295,4803,158,4509,136,,260.25199415448986,,,3.2896106600041635,39208,JPN,,,294,25
Gifu,Japan,2021-06-23 08:30:48,35.778671,137.055925,9218,180,8996,42,,464.0118957790422,,,1.9527012367107832,39209,JPN,,,955,32
Gunma,Japan,2021-06-23 08:30:48,36.504479,138.985605,8019,152,7784,83,,412.8278838748471,,,1.895498191794488,39210,JPN,,,375,21
Hiroshima,Japan,2021-06-23 08:30:48,34.605309000000005,132.788719,11419,166,10919,334,,407.2139526142608,,,1.453717488396532,39211,JPN,,,1419,45
Hokkaido,Japan,2021-06-23 08:30:48,43.385711,142.552318,41104,1369,37516,2219,,782.9260260237571,,,3.3305760996496687,39212,JPN,,,5655,333
Hyogo,Japan,2021-06-23 08:30:48,35.039913,134.828057,40932,1273,39050,609,,748.8213911334951,,,3.1100361575295614,39213,JPN,,,1688,155
Ibaraki,Japan,2021-06-23 08:30:48,36.303588,140.319591,10305,162,9901,242,,360.27601233014497,,,1.5720524017467248,39214,JPN,,,818,19
Ishikawa,Japan,2021-06-23 08:30:48,36.769464,136.771027,3927,115,3729,83,,345.18555371648023,,,2.928444104914693,39215,JPN,,,325,15
Iwate,Japan,2021-06-23 08:30:48,39.593287,141.361777,1638,46,1513,79,,133.51635453075278,,,2.8083028083028077,39216,JPN,,,273,3
Kagawa,Japan,2021-06-23 08:30:48,34.217292,133.969047,2085,29,2021,35,,218.01710048758446,,,1.3908872901678655,39217,JPN,,,123,5
Kagoshima,Japan,2021-06-23 08:30:48,31.009484000000004,130.430665,3585,40,3518,27,,223.7446427668693,,,1.1157601115760112,39218,JPN,,,406,9
Kanagawa,Japan,2021-06-23 08:30:48,35.415312,139.338983,65827,937,63144,1746,,715.6455976277272,,,1.4234280766250929,39219,JPN,,,5590,69
Kochi,Japan,2021-06-23 08:30:48,33.422519,133.367307,1766,24,1622,120,,252.9980846068,,,1.359003397508494,39220,JPN,,,439,4
Kumamoto,Japan,2021-06-23 08:30:48,32.608154,130.74523100000002,6463,114,6243,106,,369.82845292912947,,,1.7638867399040694,39221,JPN,,,419,19
Kyoto,Japan,2021-06-23 08:30:48,35.253815,135.443341,16485,233,15978,274,,638.2220067929895,,,1.4134061267819231,39222,JPN,,,967,32
Mie,Japan,2021-06-23 08:30:48,34.508018,136.376013,5205,111,5124,-30,,292.27090845996537,,,2.132564841498559,39223,JPN,,,449,8
Miyagi,Japan,2021-06-23 08:30:48,38.446859,140.927086,9133,87,8906,140,,395.99109421102037,,,0.9525895105660792,39224,JPN,,,322,4
Miyazaki,Japan,2021-06-23 08:30:48,32.193203999999994,131.299374,3063,26,3003,34,,285.38126769657345,,,0.8488410055501142,39225,JPN,,,76,2
Nagano,Japan,2021-06-23 08:30:48,36.132134,138.045528,5001,90,4892,19,,244.09529527184338,,,1.799640071985603,39226,JPN,,,321,15
Nagasaki,Japan,2021-06-23 08:30:48,33.235712,129.608033,3118,69,2957,92,,235.05040240508282,,,2.2129570237331624,39227,JPN,,,281,7
Nara,Japan,2021-06-23 08:30:48,34.317451,135.871644,8095,128,7900,67,,608.5903333751841,,,1.5812229771463866,39228,JPN,,,413,18
Niigata,Japan,2021-06-23 08:30:48,37.521819,138.918647,3395,46,3265,84,,152.7142655365961,,,1.3549337260677468,39229,JPN,,,292,11
Oita,Japan,2021-06-23 08:30:48,33.200697,131.43323999999998,3487,62,3373,52,,307.1072382894999,,,1.7780326928591912,39230,JPN,,,255,23
Okayama,Japan,2021-06-23 08:30:48,34.89246,133.826252,7582,125,7302,155,,401.2519144405177,,,1.6486415193880242,39231,JPN,,,552,29
Okinawa,Japan,2021-06-23 08:30:48,25.768923,126.668016,20410,172,18497,1741,,1404.5175781465048,,,0.8427241548260657,39232,JPN,,,4815,23
Osaka,Japan,2021-06-23 08:30:48,34.620965000000005,135.507481,102593,2605,97256,2732,,1164.5904476861722,,,2.5391595917850145,39233,JPN,,,4323,419
Port Quarantine,Japan,2021-06-23 08:30:48,,,3078,4,2966,108,,,,,0.1299545159194282,39248,JPN,,,152,1
Saga,Japan,2021-06-23 08:30:48,33.286977,130.115738,2561,25,2543,-7,,314.34459581373034,,,0.9761811792268644,39234,JPN,,,110,6
Saitama,Japan,2021-06-23 08:30:48,35.997101,139.347635,45728,828,43926,974,,622.1756473365623,,,1.810706787963611,39235,JPN,,,2644,50
Shiga,Japan,2021-06-23 08:30:48,35.21582700000001,136.138064,5514,89,5242,183,,389.9732874663264,,,1.6140732680449763,39236,JPN,,,654,13
Shimane,Japan,2021-06-23 08:30:48,35.07076,132.55406399999998,563,1,543,19,,83.48829829197473,,,0.17761989342806395,39237,JPN,,,31,1
Shizuoka,Japan,2021-06-23 08:30:48,34.916975,138.40778400000002,9114,147,8589,378,,250.1421698968692,,,1.6129032258064515,39238,JPN,,,1021,14
Tochigi,Japan,2021-06-23 08:30:48,36.689912,139.819213,6846,81,6553,212,,353.98321604558447,,,1.1831726555652935,39239,JPN,,,700,6
Tokushima,Japan,2021-06-23 08:30:48,33.919178,134.242091,1653,62,1571,20,,227.06761339987392,,,3.750756200846945,39240,JPN,,,29,2
Tokyo,Japan,2021-06-23 08:30:48,35.711343,139.446921,169824,2187,163854,3783,,1219.94189500888,,,1.2878038439796495,39241,JPN,,,12089,177
Tottori,Japan,2021-06-23 08:30:48,35.359069,133.863619,467,2,454,11,,84.05963013762741,,,0.4282655246252677,39242,JPN,,,4,0
Toyama,Japan,2021-06-23 08:30:48,36.637464,137.26934599999998,2034,37,1910,87,,194.92056555713359,,,1.8190757128810229,39243,JPN,,,247,2
Unknown,Japan,2021-06-23 08:30:48,,,8,0,8,0,,,,,0.0,39249,JPN,,,0,0
Wakayama,Japan,2021-06-23 08:30:48,33.911879,135.505446,2667,46,2546,75,,288.34520986925537,,,1.7247844019497562,39244,JPN,,,90,8
Yamagata,Japan,2021-06-23 08:30:48,38.448396,140.102154,2027,48,1938,41,,188.09167218785785,,,2.3680315737543167,39245,JPN,,,99,8
Yamaguchi,Japan,2021-06-23 08:30:48,34.201190000000004,131.573293,3118,74,2935,109,,229.5455616283453,,,2.3733162283515075,39246,JPN,,,326,15
Yamanashi,Japan,2021-06-23 08:30:48,35.612364,138.61148899999998,2022,20,1740,262,,249.33535234957264,,,0.9891196834817012,39247,JPN,,,529,1
Aguascalientes,Mexico,2021-06-23 08:30:48,21.8853,-102.2916,26705,2459,,24246,,1861.4490793825607,,,9.208013480621604,48401,MEX,,,251,50
Baja California,Mexico,2021-06-23 08:30:48,30.8406,-115.2838,50339,8651,,41688,,1384.8921061232486,,,17.185482429130495,48402,MEX,,,1449,428
Baja California Sur,Mexico,2021-06-23 08:30:48,26.0444,-111.6661,36743,1491,,35252,,4566.004066071171,,,4.057915793484473,48403,MEX,,,5181,79
Campeche,Mexico,2021-06-23 08:30:48,19.8301,-90.5349,11137,1274,,9863,,1113.013270811909,,,11.439346323067253,48404,MEX,,,1061,49
Chiapas,Mexico,2021-06-23 08:30:48,16.7569,-93.1292,12091,1659,,10432,,210.9987021773649,,,13.720949466545365,48405,MEX,,,761,92
Chihuahua,Mexico,2021-06-23 08:30:48,28.633000000000006,-106.0691,57540,7502,,50038,,1513.6182236056572,,,13.037886687521725,48406,MEX,,,2353,576
Ciudad de Mexico,Mexico,2021-06-23 08:30:48,19.4326,-99.1332,674922,34484,,640438,,7483.629747040714,,,5.109331152340567,48407,MEX,,,20164,1356
Coahuila,Mexico,2021-06-23 08:30:48,27.0587,-101.7068,69435,6380,,63055,,2157.223989660486,,,9.188449629149565,48408,MEX,,,791,128
Colima,Mexico,2021-06-23 08:30:48,19.1223,-104.0072,12221,1210,,11011,,1556.5119155120083,,,9.900990099009901,48409,MEX,,,406,18
Durango,Mexico,2021-06-23 08:30:48,24.5593,-104.6588,34607,2497,,32110,,1851.635851548104,,,7.215303262345767,48410,MEX,,,516,46
Guanajuato,Mexico,2021-06-23 08:30:48,21.019,-101.2574,132687,11081,,121606,,2130.4314666816517,,,8.35123260002864,48411,MEX,,,982,300
Guerrero,Mexico,2021-06-23 08:30:48,17.4392,-99.5451,41641,4549,,37092,,1138.650627500651,,,10.924329386902333,48412,MEX,,,715,114
Hidalgo,Mexico,2021-06-23 08:30:48,20.0911,-98.7624,39401,6269,,33132,,1276.594779572669,,,15.910763686200855,48413,MEX,,,578,75
Jalisco,Mexico,2021-06-23 08:30:48,20.6595,-103.3494,88236,12627,,75609,,1049.2178489749865,,,14.310485516115873,48414,MEX,,,1459,417
Mexico,Mexico,2021-06-23 08:30:48,19.4969,-99.7233,256985,37234,,219751,,1474.570212287387,,,14.488783392026772,48415,MEX,,,8002,2590
Michoacan,Mexico,2021-06-23 08:30:48,19.5665,-101.7068,49083,5947,,43136,,1017.1797121109728,,,12.11621131552676,48416,MEX,,,949,173
Morelos,Mexico,2021-06-23 08:30:48,18.6813,-99.1013,34245,3570,,30675,,1675.3438503212726,,,10.424879544459047,48417,MEX,,,897,273
Nayarit,Mexico,2021-06-23 08:30:48,21.7514,-104.8455,12556,1871,,10685,,974.4127409355016,,,14.901242433896144,48418,MEX,,,427,52
Nuevo Leon,Mexico,2021-06-23 08:30:48,25.5922,-99.9962,126242,9700,,116542,,2250.241660075937,,,7.683655201913785,48419,MEX,,,2184,204
Oaxaca,Mexico,2021-06-23 08:30:48,17.0732,-96.7266,48025,3907,,44118,,1159.0182723061846,,,8.135346173867777,48420,MEX,,,989,194
Puebla,Mexico,2021-06-23 08:30:48,19.0414,-98.2063,86002,12185,,73817,,1302.1824221271381,,,14.168275156391713,48421,MEX,,,1114,434
Queretaro,Mexico,2021-06-23 08:30:48,20.5888,-100.3899,69593,4457,,65136,,3052.8106009860344,,,6.404379750837009,48422,MEX,,,706,165
Quintana Roo,Mexico,2021-06-23 08:30:48,19.1817,-88.4791,30896,2964,,27932,,1792.8819753734058,,,9.593474883480065,48423,MEX,,,4667,218
San Luis Potosi,Mexico,2021-06-23 08:30:48,22.1565,-100.9855,65105,5428,,59677,,2271.520392220623,,,8.337301282543581,48424,MEX,,,1078,141
Sinaloa,Mexico,2021-06-23 08:30:48,25.1721,-107.4795,41240,6375,,34865,,1306.4383588549213,,,15.458292919495635,48425,MEX,,,2390,242
Sonora,Mexico,2021-06-23 08:30:48,29.2972,-110.3309,78097,6748,,71349,,2539.950467437137,,,8.640536768377787,48426,MEX,,,3277,151
Tabasco,Mexico,2021-06-23 08:30:48,17.8409,-92.6189,73949,4240,,69709,,2874.834728784152,,,5.733681320910358,48427,MEX,,,6314,103
Tamaulipas,Mexico,2021-06-23 08:30:48,24.2669,-98.8363,63488,5190,,58298,,1739.110426170807,,,8.17477318548387,48428,MEX,,,4530,233
Tlaxcala,Mexico,2021-06-23 08:30:48,19.3139,-98.2404,20115,2530,,17585,,1457.5970771247476,,,12.57767834949043,48429,MEX,,,243,106
Unknown,Mexico,2021-06-23 08:30:48,,,0,0,1977071,-1977071,,,,,,48433,MEX,,,0,0
Veracruz,Mexico,2021-06-23 08:30:48,19.1738,-96.1342,63829,10076,,53753,,747.4242558017917,,,15.78592802644566,48430,MEX,,,2676,272
Yucatan,Mexico,2021-06-23 08:30:48,20.7099,-89.0943,44656,4118,,40538,,1976.7181414883285,,,9.221605159441062,48431,MEX,,,5591,221
Zacatecas,Mexico,2021-06-23 08:30:48,22.7709,-102.5832,30973,2832,,28141,,1858.6483888273467,,,9.143447518806703,48432,MEX,,,293,45
Aruba,Netherlands,2021-06-23 08:30:48,12.5211,-69.9683,10985,107,10824,54,,10288.856002847348,,,0.974055530268548,533,ABW,,,180,0
"Bonaire, Sint Eustatius and Saba",Netherlands,2021-06-23 08:30:48,12.1784,-68.2385,1613,17,1579,17,,6151.557911597574,,,1.0539367637941723,535,BES,,,24,0
Curacao,Netherlands,2021-06-23 08:30:48,12.1696,-68.99,12272,122,12121,29,,7478.366849482023,,,0.9941329856584094,531,CUW,,,50,3
Drenthe,Netherlands,2021-06-23 08:30:48,52.862485,6.618435000000002,34244,353,,33891,,6936.448969174488,,,1.0308375189814274,52801,NLD,,,1092,1
Flevoland,Netherlands,2021-06-23 08:30:48,52.550383,5.515162,36949,244,,36705,,8734.554549301334,,,0.6603696987739858,52802,NLD,,,874,1
Friesland,Netherlands,2021-06-23 08:30:48,53.087337,5.7925,43750,477,,43273,,6731.214526499444,,,1.0902857142857143,52803,NLD,,,1199,2
Gelderland,Netherlands,2021-06-23 08:30:48,52.061738,5.939114,188300,2026,,186274,,9027.053355014881,,,1.0759426447158789,52804,NLD,,,6091,16
Groningen,Netherlands,2021-06-23 08:30:48,53.217922,6.741514,39241,263,,38978,,6697.947994933996,,,0.670217374684641,52805,NLD,,,1087,3
Limburg,Netherlands,2021-06-23 08:30:48,51.209227,5.93387,115472,1653,,113819,,10335.830347448671,,,1.4315158653179991,52806,NLD,,,3413,24
Noord-Brabant,Netherlands,2021-06-23 08:30:48,51.561174,5.184942,272312,3138,,269174,,10624.923184371166,,,1.1523546520168042,52807,NLD,,,8138,18
Noord-Holland,Netherlands,2021-06-23 08:30:48,52.60090600000001,4.918688,277357,2624,,274733,,9632.033316582898,,,0.946073111549375,52808,NLD,,,6759,40
Overijssel,Netherlands,2021-06-23 08:30:48,52.444558,6.441722,110034,1139,,108895,,9466.055749884292,,,1.035134594761619,52809,NLD,,,3456,13
Sint Maarten,Netherlands,2021-06-23 08:30:48,18.0425,-63.0548,2414,28,2315,71,,5629.4016137307035,,,1.15990057995029,534,SXM,,,196,4
Unknown,Netherlands,2021-06-23 08:30:48,,,3812,15,,3797,,,,,0.3934942287513116,52813,NLD,,,-49,1
Utrecht,Netherlands,2021-06-23 08:30:48,52.084251,5.163824,128263,1280,,126983,,9467.063861698183,,,0.9979495255841512,52810,NLD,,,3685,9
Zeeland,Netherlands,2021-06-23 08:30:48,51.47936,3.861559,29751,248,,29503,,7758.000250333778,,,0.8335854256999765,52811,NLD,,,813,3
Zuid-Holland,Netherlands,2021-06-23 08:30:48,51.937835,4.462114,400743,4270,,396473,,10805.496055756523,,,1.0655207951230592,52812,NLD,,,12286,33
Cook Islands,New Zealand,2021-06-23 08:30:48,-21.2367,-159.7777,1,0,,1,,5.7277049086431076,,,0.0,184,COK,,,0,0
Abia,Nigeria,2021-06-23 08:30:48,5.4527,7.5248,545,0,,,,14.621659856192622,,,0.0,56601,NGA,,,,
Adamawa,Nigeria,2021-06-23 08:30:48,9.3265,12.3984,163,0,,,,3.8367060254644296,,,0.0,56602,NGA,,,,
Akwa Ibom,Nigeria,2021-06-23 08:30:48,4.9057,7.8537,221,0,,,,4.0312452516582375,,,0.0,56603,NGA,,,,
Anambra,Nigeria,2021-06-23 08:30:48,6.2209,6.937,135,0,,,,2.4421972611571783,,,0.0,56604,NGA,,,,
Bauchi,Nigeria,2021-06-23 08:30:48,10.7761,9.9992,560,0,,,,8.566209302474991,,,0.0,56605,NGA,,,,
Bayelsa,Nigeria,2021-06-23 08:30:48,4.7719,6.0699,328,0,,,,14.398841771215574,,,0.0,56606,NGA,,,,
Benue,Nigeria,2021-06-23 08:30:48,7.3369,8.7404,346,0,,,,6.0259691404198845,,,0.0,56607,NGA,,,,
Borno,Nigeria,2021-06-23 08:30:48,11.8846,13.152,613,0,,,,10.460424188118358,,,0.0,56608,NGA,,,,
Cross River,Nigeria,2021-06-23 08:30:48,5.8702,8.5988,45,0,,,,1.16391280586012,,,0.0,56609,NGA,,,,
Delta,Nigeria,2021-06-23 08:30:48,5.704,5.9339,1510,0,,,,26.66260782905984,,,0.0,56610,NGA,,,,
Ebonyi,Nigeria,2021-06-23 08:30:48,6.2649,8.0137,785,0,,,,27.2533201313853,,,0.0,56611,NGA,,,,
Edo,Nigeria,2021-06-23 08:30:48,6.6342,5.9304,2292,0,,,,54.11282240157522,,,0.0,56612,NGA,,,,
Ekiti,Nigeria,2021-06-23 08:30:48,7.7189999999999985,5.311,132,0,,,,4.0357123857847546,,,0.0,56613,NGA,,,,
Enugu,Nigeria,2021-06-23 08:30:48,6.5364,7.4356,807,0,,,,18.29467760901485,,,0.0,56614,NGA,,,,
Federal Capital Territory,Nigeria,2021-06-23 08:30:48,8.8941,7.186,3803,0,,,,106.70217607346092,,,0.0,56615,NGA,,,,
Gombe,Nigeria,2021-06-23 08:30:48,10.3638,11.1928,607,0,,,,18.63699975621453,,,0.0,56616,NGA,,,,
Imo,Nigeria,2021-06-23 08:30:48,5.572,7.0588,468,0,,,,8.652636576691572,,,0.0,56617,NGA,,,,
Jigawa,Nigeria,2021-06-23 08:30:48,12.228,9.5616,322,0,,,,5.524896952950698,,,0.0,56618,NGA,,,,
Kaduna,Nigeria,2021-06-23 08:30:48,10.3764,7.7095,1457,0,,,,17.655542664976323,,,0.0,56619,NGA,,,,
Kano,Nigeria,2021-06-23 08:30:48,11.7471,8.5247,1597,0,,,,12.212381963543017,,,0.0,56620,NGA,,,,
